participant_id,pollutant,level,x_i,u_i
part_1,co,0-μmol/mol,-0.024260404123333332,0.0032084155625526807
part_2,co,0-μmol/mol,-0.013309741737333333,0.003692209211943096
part_3,co,0-μmol/mol,-0.026287822829999998,0.007379361083003365
part_4,co,0-μmol/mol,-0.028006342833333333,0.002873531606447236
part_5,co,0-μmol/mol,-0.01710168607,0.005655433674020518
part_6,co,0-μmol/mol,-0.022735849056666667,2.218307558453564e-4
part_1,co,2-μmol/mol,2.0141001506666667,7.762426634417303e-4
part_2,co,2-μmol/mol,2.012521663333333,9.969520663588823e-4
part_3,co,2-μmol/mol,2.0148134753333333,3.3340232748706286e-4
part_4,co,2-μmol/mol,2.0133324236666668,6.753196056057365e-4
part_5,co,2-μmol/mol,2.012499684666667,6.686950263945082e-4
part_6,co,2-μmol/mol,2.013732538,7.183135402123006e-4
part_1,co,4-μmol/mol,4.025032244,0.003921923748948423
part_2,co,4-μmol/mol,4.022327756,9.933792329328516e-4
part_3,co,4-μmol/mol,4.0222035426666665,0.0027333072787575907
part_4,co,4-μmol/mol,4.023873203666667,0.001859688114399178
part_5,co,4-μmol/mol,4.025110151333333,7.09623341749397e-4
part_6,co,4-μmol/mol,4.0210378643333335,0.001844632102682641
part_1,co,6-μmol/mol,6.070119622333333,0.0019197478671435268
part_2,co,6-μmol/mol,6.070407539333333,0.003398182141509729
part_3,co,6-μmol/mol,6.070556869333333,0.0034965291601097306
part_4,co,6-μmol/mol,6.068065189,0.0012511968435078387
part_5,co,6-μmol/mol,6.073266037333333,0.00319749220498458
part_6,co,6-μmol/mol,6.071529502,0.001737288875967532
part_1,co,8-μmol/mol,8.029841141,0.01454483741889225
part_2,co,8-μmol/mol,8.048610954666666,0.007632286998118055
part_3,co,8-μmol/mol,8.049773941333333,0.018612478061401504
part_4,co,8-μmol/mol,8.042406621333333,0.007320146505667898
part_5,co,8-μmol/mol,8.053636509,0.007033856120958194
part_6,co,8-μmol/mol,8.049567242,0.0064404008102968875
part_1,no,0-nmol/mol,0.5701498316333333,0.005988216350576371
