participant_id,pollutant,level,x_i,u_i
part_1,co,0-μmol/mol,-0.024512658906666665,0.0065155180728250954
part_2,co,0-μmol/mol,-0.0097258263075,0.006446220740875499
part_3,co,0-μmol/mol,-0.02087379901,0.0016968149900479926
part_4,co,0-μmol/mol,-0.022893817743333333,0.0061884570152662445
part_5,co,0-μmol/mol,-0.02288213569,7.220385649391997e-4
part_6,co,0-μmol/mol,-0.021062478253333333,0.006858824994203389
part_7,co,0-μmol/mol,-0.02642043356,0.007757811546062881
part_8,co,0-μmol/mol,-0.016812016593333333,0.0029930358404488015
part_9,co,0-μmol/mol,-0.028017516393333334,0.005420941106858107
part_1,co,2-μmol/mol,2.013237417,5.509597699236256e-4
part_2,co,2-μmol/mol,2.0139177666666668,1.0926482659783173e-4
part_3,co,2-μmol/mol,2.013893889,7.098373573814945e-4
part_4,co,2-μmol/mol,2.011970778666667,2.003398982931154e-4
part_5,co,2-μmol/mol,2.0139953293333335,4.8033482182488035e-4
part_6,co,2-μmol/mol,2.0138792033333335,7.299641300767248e-4
part_7,co,2-μmol/mol,2.0141295793333334,9.482593175295373e-4
part_8,co,2-μmol/mol,2.0132921556666665,8.9397656740027e-4
part_9,co,2-μmol/mol,2.0136504476666666,0.0012287715446008764
part_1,co,4-μmol/mol,4.026471132666667,0.0030872115964961115
part_2,co,4-μmol/mol,4.022691789,0.0032399710060852516
part_3,co,4-μmol/mol,4.0225020203333335,0.0026526804771318012
part_4,co,4-μmol/mol,4.026645418666667,0.0036881096741782876
part_5,co,4-μmol/mol,4.024941941,9.177640318316801e-4
part_6,co,4-μmol/mol,4.022669271333333,0.0029929364069787106
part_7,co,4-μmol/mol,4.022662951,7.13670622855733e-4
part_8,co,4-μmol/mol,4.0231556710000005,6.413294465881281e-4
part_9,co,4-μmol/mol,4.021250974,1.1692232644075537e-4
part_1,co,6-μmol/mol,6.073513820666666,0.002327152541093581
part_2,co,6-μmol/mol,6.073832061,7.449934687741115e-4
part_3,co,6-μmol/mol,6.073219047666667,0.0019293178523098911
part_4,co,6-μmol/mol,6.074839436333333,0.0021811737329071198
part_5,co,6-μmol/mol,6.072963478666667,0.0015577303432987811
part_6,co,6-μmol/mol,6.0680694446666665,0.0021273736157339886
part_7,co,6-μmol/mol,6.074088628666667,0.0011048757141728105
part_8,co,6-μmol/mol,6.069352216666666,0.002212273739152869
part_9,co,6-μmol/mol,6.073873645333333,9.369953144345421e-4
part_1,co,8-μmol/mol,8.035449794,0.003709826881632929
part_2,co,8-μmol/mol,8.029003758333333,0.0021051586926408234
part_3,co,8-μmol/mol,8.028647762,0.014176604264889182
part_4,co,8-μmol/mol,8.047205278666667,0.0033514341504102966
part_5,co,8-μmol/mol,8.045069174333333,0.008499183876739634
part_6,co,8-μmol/mol,8.042523337333334,0.025991665678798105
part_7,co,8-μmol/mol,8.038183070666667,0.005650036096330824
part_8,co,8-μmol/mol,8.040150902333332,0.0043529182302052905
part_9,co,8-μmol/mol,8.040962908666666,0.003461840616663131
part_1,no,0-nmol/mol,0.5639666666666667,0.019644725551627662
part_2,no,0-nmol/mol,0.5650322390666667,0.02409575958363505
part_3,no,0-nmol/mol,0.5664127104333333,0.018064638811550293
part_4,no,0-nmol/mol,0.5681176767666667,0.023140240236486434
part_5,no,0-nmol/mol,0.5806476431,0.011907586462623446
part_6,no,0-nmol/mol,0.5272490740333333,0.01951665783209532
part_7,no,0-nmol/mol,0.5239313973333333,0.01943670926264327
part_8,no,0-nmol/mol,0.5387371212,0.0054314067330335225
part_9,no,0-nmol/mol,0.5693864478333334,0.030514294375447892
part_1,no,121-nmol/mol,120.37072463333332,0.00860863873275662
part_2,no,121-nmol/mol,120.35629776666667,0.00903819761905263
part_3,no,121-nmol/mol,120.35512516666667,0.007609084862263577
part_4,no,121-nmol/mol,120.35411066666667,0.021678708929681528
part_5,no,121-nmol/mol,120.3393017,0.013844632198194873
part_6,no,121-nmol/mol,120.37179186666667,0.009574065541403854
part_7,no,121-nmol/mol,120.3412648,0.0022513463771721043
