"pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value"
"so2","0-ppb","part_1",2,"1-10",0.0524528301886792,0.046852602173687
"so2","0-ppb","part_1",2,"11-20",0.0479245283018868,0.0509177666719337
"so2","0-ppb","part_1",2,"21-30",0.0411320754716982,0.0508913469642805
"so2","0-ppb","part_2",3,"1-10",0.0679245283018869,0.0389632666710279
"so2","0-ppb","part_2",3,"11-20",0.0445283018867924,0.0411572634589542
"so2","0-ppb","part_2",3,"21-30",0.0441509433962264,0.0303089846033157
"so2","0-ppb","part_3",4,"1-10",0.0749056603773584,0.0530994188043752
"so2","0-ppb","part_3",4,"11-20",0.060377358490566,0.0154312504985979
"so2","0-ppb","part_3",4,"21-30",0.0343396226415094,0.0326898855056795
"so2","0-ppb","ref",1,"1-10",0.0522641509433962,0.0307089600579226
"so2","0-ppb","ref",1,"11-20",0.0445283018867925,0.0338829728952616
"so2","0-ppb","ref",1,"21-30",0.059245283018868,0.0481877582493018
"so2","100-ppb","part_1",2,"1-10",99.6060313001605,0.585993139393223
"so2","100-ppb","part_1",2,"11-20",99.6334336543607,0.594426500742707
"so2","100-ppb","part_1",2,"21-30",99.3953250401284,0.580627755610613
"so2","100-ppb","part_2",3,"1-10",99.4550428036382,0.595914257565413
"so2","100-ppb","part_2",3,"11-20",99.6337372926698,0.548795216683101
"so2","100-ppb","part_2",3,"21-30",99.6261436597109,0.564085000960622
"so2","100-ppb","part_3",4,"1-10",99.2604280363831,0.557112043168883
"so2","100-ppb","part_3",4,"11-20",99.4062212413055,0.584016203932644
"so2","100-ppb","part_3",4,"21-30",99.5032584269664,0.608527797223048
"so2","100-ppb","ref",1,"1-10",99.4087787586945,0.5610362354209
"so2","100-ppb","ref",1,"11-20",99.1862506688068,0.451365861299049
"so2","100-ppb","ref",1,"21-30",99.7297284644194,0.529213222639324
"so2","140-ppb","part_1",2,"1-10",139.005257652073,0.487033760338104
"so2","140-ppb","part_1",2,"11-20",139.012505488829,0.469189087203358
"so2","140-ppb","part_1",2,"21-30",139.031469714581,0.471725315874318
"so2","140-ppb","part_2",3,"1-10",139.00533255844,0.499989456108282
"so2","140-ppb","part_2",3,"11-20",138.934698437298,0.475386919422814
"so2","140-ppb","part_2",3,"21-30",138.798900942787,0.432731021942679
"so2","140-ppb","part_3",4,"1-10",138.984929613845,0.493769275257762
"so2","140-ppb","part_3",4,"11-20",139.222142580395,0.472632018747193
"so2","140-ppb","part_3",4,"21-30",138.998308149296,0.516032923722007
"so2","140-ppb","ref",1,"1-10",139.072824486633,0.5292541067388
"so2","140-ppb","ref",1,"11-20",139.115101381893,0.553555702990785
"so2","140-ppb","ref",1,"21-30",139.271731886866,0.418473607677972
"so2","180-ppb","part_1",2,"1-10",180.624961614389,0.482515249981436
"so2","180-ppb","part_1",2,"11-20",180.653005044966,0.48361383527525
"so2","180-ppb","part_1",2,"21-30",180.401755867515,0.311558393542412
"so2","180-ppb","part_2",3,"1-10",180.202609124808,0.317718427550678
"so2","180-ppb","part_2",3,"11-20",180.505533011625,0.384461907975382
"so2","180-ppb","part_2",3,"21-30",180.669076551875,0.426144001748934
"so2","180-ppb","part_3",4,"1-10",180.765286246984,0.395551022464985
"so2","180-ppb","part_3",4,"11-20",180.54660780873,0.442576342933313
"so2","180-ppb","part_3",4,"21-30",180.353746435622,0.36826628508525
"so2","180-ppb","ref",1,"1-10",180.44121079184,0.352224859119744
"so2","180-ppb","ref",1,"11-20",180.398383417416,0.369419864421311
"so2","180-ppb","ref",1,"21-30",180.755769905681,0.377544151907071
"so2","20-ppb","part_1",2,"1-10",19.731294117647,0.0461453831494011
"so2","20-ppb","part_1",2,"11-20",19.7063529411765,0.0527132347812969
"so2","20-ppb","part_1",2,"21-30",19.7410588235294,0.033013226526977
"so2","20-ppb","part_2",3,"1-10",19.7304705882353,0.0379661720370422
"so2","20-ppb","part_2",3,"11-20",19.7304705882353,0.0428778295398806
"so2","20-ppb","part_2",3,"21-30",19.7155294117647,0.0389907273157185
"so2","20-ppb","part_3",4,"1-10",19.742,0.0442843907764008
"so2","20-ppb","part_3",4,"11-20",19.7118823529412,0.0445868728989879
"so2","20-ppb","part_3",4,"21-30",19.728,0.0620842651440031
"so2","20-ppb","ref",1,"1-10",19.7383529411765,0.045028761793967
"so2","20-ppb","ref",1,"11-20",19.74,0.0314117402266668
"so2","20-ppb","ref",1,"21-30",19.7145882352941,0.0573037664165431
"so2","60-ppb","part_1",2,"1-10",59.902688172043,0.0620936062332261
"so2","60-ppb","part_1",2,"11-20",59.8831182795699,0.0508658853472284
"so2","60-ppb","part_1",2,"21-30",59.9029032258064,0.034986375257647
"so2","60-ppb","part_2",3,"1-10",59.8802150537635,0.0297132400309621
"so2","60-ppb","part_2",3,"11-20",59.8877419354839,0.0273305423235323
"so2","60-ppb","part_2",3,"21-30",59.8931182795699,0.0328155726453866
"so2","60-ppb","part_3",4,"1-10",59.9041935483871,0.033255970656119
"so2","60-ppb","part_3",4,"11-20",59.8850537634409,0.0389031736313506
"so2","60-ppb","part_3",4,"21-30",59.9122580645161,0.0183336048638452
"so2","60-ppb","ref",1,"1-10",59.8769892473118,0.0253757365822445
"so2","60-ppb","ref",1,"11-20",59.9201075268817,0.0321585482082928
"so2","60-ppb","ref",1,"21-30",59.8829032258065,0.0514569777317817
"so2","61-ppb","part_1",2,"1-10",59.0601234567901,0.0383359342536948
"so2","61-ppb","part_1",2,"11-20",59.0313580246914,0.0189497124487387
"so2","61-ppb","part_1",2,"21-30",59.0581481481481,0.0344818152065948
"so2","61-ppb","part_2",3,"1-10",59.0427160493827,0.0306367476520193
"so2","61-ppb","part_2",3,"11-20",59.0513580246913,0.0384028018080527
"so2","61-ppb","part_2",3,"21-30",59.0476543209876,0.03206815043121
"so2","61-ppb","part_3",4,"1-10",59.0508641975309,0.0314743529948223
"so2","61-ppb","part_3",4,"11-20",59.0586419753086,0.0217698973887929
"so2","61-ppb","part_3",4,"21-30",59.0522222222222,0.0200513321168497
"so2","61-ppb","ref",1,"1-10",59.0508641975309,0.0311389689546619
"so2","61-ppb","ref",1,"11-20",59.0595061728395,0.033289103409853
"so2","61-ppb","ref",1,"21-30",59.0676543209877,0.0368159841350802
