"pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value"
"so2","0-ppb","part_1",2,"1-10",0.0547169811320754,0.0521898904043389
"so2","0-ppb","part_1",2,"11-20",0.0435849056603774,0.0486716877756865
"so2","0-ppb","part_1",2,"21-30",0.0628301886792454,0.0426751689938441
"so2","0-ppb","part_2",3,"1-10",0.0477358490566038,0.0405262834800283
"so2","0-ppb","part_2",3,"11-20",0.0532075471698113,0.0259284309800668
"so2","0-ppb","part_2",3,"21-30",0.0518867924528302,0.0374121335219258
"so2","0-ppb","part_3",4,"1-10",0.0643396226415095,0.0453306004383597
"so2","0-ppb","part_3",4,"11-20",0.0520754716981132,0.0509488311410988
"so2","0-ppb","part_3",4,"21-30",0.0766037735849057,0.0307495076037183
"so2","0-ppb","part_4",5,"1-10",0.0579245283018868,0.0428139774822817
"so2","0-ppb","part_4",5,"11-20",0.0554716981132076,0.0490420878378408
"so2","0-ppb","part_4",5,"21-30",0.0341509433962264,0.0512680855644593
"so2","0-ppb","part_5",6,"1-10",0.0733962264150943,0.0598605369929695
"so2","0-ppb","part_5",6,"11-20",0.0513207547169811,0.0565464419648884
"so2","0-ppb","part_5",6,"21-30",0.0475471698113207,0.0499103266118732
"so2","0-ppb","part_6",7,"1-10",0.0533962264150944,0.0458908368790296
"so2","0-ppb","part_6",7,"11-20",0.0549056603773585,0.0205430410152948
"so2","0-ppb","part_6",7,"21-30",0.0577358490566037,0.0571060870468421
"so2","0-ppb","part_7",8,"1-10",0.0224528301886793,0.0405789555757129
"so2","0-ppb","part_7",8,"11-20",0.0720754716981132,0.0375972296735625
"so2","0-ppb","part_7",8,"21-30",0.0511320754716982,0.033557452327325
"so2","0-ppb","part_8",9,"1-10",0.0343396226415094,0.0266209409795247
"so2","0-ppb","part_8",9,"11-20",0.0441509433962264,0.027718658658293
"so2","0-ppb","part_8",9,"21-30",0.0752830188679246,0.0393215071733957
"so2","0-ppb","part_9",10,"1-10",0.0528301886792453,0.0484317567501345
"so2","0-ppb","part_9",10,"11-20",0.0462264150943396,0.0304398617366794
"so2","0-ppb","part_9",10,"21-30",0.0352830188679245,0.0366300236549947
"so2","0-ppb","ref",1,"1-10",0.039433962264151,0.063403276537208
"so2","0-ppb","ref",1,"11-20",0.0520754716981132,0.0398783800374936
"so2","0-ppb","ref",1,"21-30",0.0607547169811321,0.0333724702012775
"so2","100-ppb","part_1",2,"1-10",99.2821388443017,0.538283099144512
"so2","100-ppb","part_1",2,"11-20",99.6113978063135,0.556933974201763
"so2","100-ppb","part_1",2,"21-30",99.5324424826109,0.590934573981312
"so2","100-ppb","part_2",3,"1-10",99.4869034242911,0.615486915593572
"so2","100-ppb","part_2",3,"11-20",99.2870920278224,0.523007840719006
"so2","100-ppb","part_2",3,"21-30",99.2802487961477,0.512675357231247
"so2","100-ppb","part_3",4,"1-10",99.6799692348849,0.57176551161232
"so2","100-ppb","part_3",4,"11-20",99.8484898341359,0.467648322023223
"so2","100-ppb","part_3",4,"21-30",99.5056741573034,0.575139270840067
"so2","100-ppb","part_4",5,"1-10",99.8445197966826,0.456150099859791
"so2","100-ppb","part_4",5,"11-20",99.1786556982344,0.477132130289358
"so2","100-ppb","part_4",5,"21-30",99.4042910647404,0.566744808439159
"so2","100-ppb","part_5",6,"1-10",99.4886383092562,0.56109461410771
"so2","100-ppb","part_5",6,"11-20",99.5977621722847,0.595589869330373
"so2","100-ppb","part_5",6,"21-30",99.6163670411984,0.527221230957911
"so2","100-ppb","part_6",7,"1-10",99.4129788657036,0.587346048040468
"so2","100-ppb","part_6",7,"11-20",99.1768271803103,0.464293986709803
"so2","100-ppb","part_6",7,"21-30",99.4137493311931,0.555851158333053
"so2","100-ppb","part_7",8,"1-10",99.1069917067951,0.383324027358209
"so2","100-ppb","part_7",8,"11-20",99.1738924558587,0.488110989587441
"so2","100-ppb","part_7",8,"21-30",99.6192643124667,0.573427689041834
"so2","100-ppb","part_8",9,"1-10",99.3064486356341,0.564450899793216
"so2","100-ppb","part_8",9,"11-20",99.3999130551097,0.578390974154391
"so2","100-ppb","part_8",9,"21-30",99.6167710005351,0.570178862693943
"so2","100-ppb","part_9",10,"1-10",99.5132316746923,0.618152938334592
"so2","100-ppb","part_9",10,"11-20",99.211488764045,0.425621702146871
