"pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value"
"no","0-ppb","part_1",2,"1-10",0.563429545454545,0.148313737813591
"no","0-ppb","part_1",2,"11-20",0.576627777777778,0.130691101050175
"no","0-ppb","part_1",2,"21-30",0.553606818181818,0.170950565313817
"no","0-ppb","part_2",3,"1-10",0.514815656565657,0.108203504604098
"no","0-ppb","part_2",3,"11-20",0.594305303030303,0.143976056785747
"no","0-ppb","part_2",3,"21-30",0.516216161616162,0.110920116774477
"no","0-ppb","part_3",4,"1-10",0.528924242424242,0.108094995233787
"no","0-ppb","part_3",4,"11-20",0.538688888888889,0.110384463486825
"no","0-ppb","part_3",4,"21-30",0.549807575757576,0.125543682671923
"no","0-ppb","ref",1,"1-10",0.542782828282828,0.126834748690053
"no","0-ppb","ref",1,"11-20",0.552072727272727,0.144832276489971
"no","0-ppb","ref",1,"21-30",0.566271212121212,0.11931002602902
"no","121-ppb","part_1",2,"1-10",120.411343873518,0.0828748289840771
"no","121-ppb","part_1",2,"11-20",120.334703557312,0.0502654644535387
"no","121-ppb","part_1",2,"21-30",120.345256916996,0.0493247446887008
"no","121-ppb","part_2",3,"1-10",120.331936758893,0.113881986174023
"no","121-ppb","part_2",3,"11-20",120.327628458498,0.0769971228143423
"no","121-ppb","part_2",3,"21-30",120.367747035573,0.0464367351515146
"no","121-ppb","part_3",4,"1-10",120.385138339921,0.0592059738396218
"no","121-ppb","part_3",4,"11-20",120.332608695652,0.0443029739597064
"no","121-ppb","part_3",4,"21-30",120.365296442688,0.0771303249103057
"no","121-ppb","ref",1,"1-10",120.332371541502,0.0734262230795968
"no","121-ppb","ref",1,"11-20",120.386600790514,0.0464797971699246
"no","121-ppb","ref",1,"21-30",120.350197628459,0.0644367109921908
"no","122-ppb","part_1",2,"1-10",40.7524302325581,0.0405847621564483
"no","122-ppb","part_1",2,"11-20",40.7416627906977,0.0355563933202403
"no","122-ppb","part_1",2,"21-30",40.7259186046512,0.0540862121084691
"no","122-ppb","part_2",3,"1-10",40.7373255813953,0.064317124519502
"no","122-ppb","part_2",3,"11-20",40.7003488372093,0.0347170436616393
"no","122-ppb","part_2",3,"21-30",40.729511627907,0.051613466099648
"no","122-ppb","part_3",4,"1-10",40.7406395348837,0.0403207070809153
"no","122-ppb","part_3",4,"11-20",40.7400581395349,0.0516584299394709
"no","122-ppb","part_3",4,"21-30",40.747511627907,0.066180061141985
"no","122-ppb","ref",1,"1-10",40.7525930232558,0.0573899233235486
"no","122-ppb","ref",1,"11-20",40.7628604651163,0.0481604767890248
"no","122-ppb","ref",1,"21-30",40.7149069767442,0.0435051163718844
"no","180-ppb","part_1",2,"1-10",182.261534653465,0.293775445632421
"no","180-ppb","part_1",2,"11-20",182.333557755776,0.240063854644143
"no","180-ppb","part_1",2,"21-30",182.210843784379,0.262700123874854
"no","180-ppb","part_2",3,"1-10",182.359103410341,0.2627676670793
"no","180-ppb","part_2",3,"11-20",182.251815181518,0.238331082998836
"no","180-ppb","part_2",3,"21-30",182.357047304731,0.202304284798017
"no","180-ppb","part_3",4,"1-10",182.190742574257,0.223069715749848
"no","180-ppb","part_3",4,"11-20",182.18305940594,0.245153591798781
"no","180-ppb","part_3",4,"21-30",182.342840484049,0.239296454382226
"no","180-ppb","ref",1,"1-10",182.231220022002,0.203478792140503
"no","180-ppb","ref",1,"11-20",182.133140814081,0.250184639265563
"no","180-ppb","ref",1,"21-30",182.356204620462,0.208785760917067
"no","181-ppb","part_1",2,"1-10",180.205869565217,0.104120121926392
"no","181-ppb","part_1",2,"11-20",180.230434782609,0.106981655269359
"no","181-ppb","part_1",2,"21-30",180.174456521739,0.0634301195585006
"no","181-ppb","part_2",3,"1-10",180.232391304348,0.0566905691093495
"no","181-ppb","part_2",3,"11-20",180.222065217391,0.0639655417175787
"no","181-ppb","part_2",3,"21-30",180.211630434783,0.0735499214635257
"no","181-ppb","part_3",4,"1-10",180.198260869565,0.0731331402762483
"no","181-ppb","part_3",4,"11-20",180.198804347826,0.0494334898857458
"no","181-ppb","part_3",4,"21-30",180.253260869565,0.0679210130974812
"no","181-ppb","ref",1,"1-10",180.178478260869,0.0854455070651993
"no","181-ppb","ref",1,"11-20",180.203913043478,0.107499700814982
"no","181-ppb","ref",1,"21-30",180.213478260869,0.0729750081660043
"no","182-ppb","part_1",2,"1-10",75.9108227848101,0.247957170259385
"no","182-ppb","part_1",2,"11-20",75.9453670886076,0.270910590791019
"no","182-ppb","part_1",2,"21-30",76.0141772151899,0.425536548940024
"no","182-ppb","part_2",3,"1-10",75.8973924050633,0.288311771305532
"no","182-ppb","part_2",3,"11-20",76.185253164557,0.407102568186069
"no","182-ppb","part_2",3,"21-30",76.1451772151899,0.206051589132355
"no","182-ppb","part_3",4,"1-10",76.1385569620253,0.269767965982056
"no","182-ppb","part_3",4,"11-20",75.9465063291139,0.390580100033047
"no","182-ppb","part_3",4,"21-30",76.0388987341772,0.309660622137569
"no","182-ppb","ref",1,"1-10",75.933088607595,0.497483765235146
"no","182-ppb","ref",1,"11-20",76.0829367088608,0.216243592052189
"no","182-ppb","ref",1,"21-30",76.0080632911392,0.3599398394604
"no","42-ppb","part_1",2,"1-10",24.7098941176471,1.33497362391453
"no","42-ppb","part_1",2,"11-20",25.0473529411765,1.32153336108178
"no","42-ppb","part_1",2,"21-30",24.5564882352941,0.87850985996087
"no","42-ppb","part_2",3,"1-10",24.9515941176471,0.687302363302025
"no","42-ppb","part_2",3,"11-20",25.1063529411765,1.02121300799068
"no","42-ppb","part_2",3,"21-30",24.9865941176471,1.047873812018
"no","42-ppb","part_3",4,"1-10",24.9900411764706,1.01911223062061
"no","42-ppb","part_3",4,"11-20",24.8123470588235,0.807380591190509
"no","42-ppb","part_3",4,"21-30",24.8441058823529,1.28442686129442
"no","42-ppb","ref",1,"1-10",24.7911411764706,0.915070273634826
"no","42-ppb","ref",1,"11-20",24.8080647058824,1.39411177391831
"no","42-ppb","ref",1,"21-30",25.3899235294118,1.15971948511695
"no","81-ppb","part_1",2,"1-10",80.6762307692308,0.0464422258497627
"no","81-ppb","part_1",2,"11-20",80.6661730769231,0.0308746125407311
"no","81-ppb","part_1",2,"21-30",80.689,0.0354148885735377
"no","81-ppb","part_2",3,"1-10",80.6783461538462,0.051158119479646
"no","81-ppb","part_2",3,"11-20",80.6645192307692,0.0474316742749197
"no","81-ppb","part_2",3,"21-30",80.6978653846154,0.0245813817632161
"no","81-ppb","part_3",4,"1-10",80.6846538461539,0.0519709971968852
"no","81-ppb","part_3",4,"11-20",80.6730576923077,0.0245402247979758
"no","81-ppb","part_3",4,"21-30",80.6943461538461,0.029867695327812
"no","81-ppb","ref",1,"1-10",80.6752884615385,0.0475045630875222
"no","81-ppb","ref",1,"11-20",80.6970961538461,0.0323071135988074
"no","81-ppb","ref",1,"21-30",80.7000769230769,0.036521048482317
"no","82-ppb","part_1",2,"1-10",25.7321978021978,0.0831571699958027
"no","82-ppb","part_1",2,"11-20",25.6827802197802,0.0888611024912763
"no","82-ppb","part_1",2,"21-30",25.6147362637363,0.0784893130334534
"no","82-ppb","part_2",3,"1-10",25.7134395604396,0.0718958333621216
"no","82-ppb","part_2",3,"11-20",25.7482527472527,0.0930954013196291
"no","82-ppb","part_2",3,"21-30",25.6879010989011,0.0306646333959703
"no","82-ppb","part_3",4,"1-10",25.695043956044,0.0701765818961076
"no","82-ppb","part_3",4,"11-20",25.6444175824176,0.0385173430847855
