"pollutant","level","replicate","participant_id","sample_id","value"
"co","0-ppm",1,"ref",1,0.0038936170212766
"co","0-ppm",1,"ref",2,-0.0506037735849057
"co","0-ppm",1,"ref",3,-0.0489056603773585
"co","0-ppm",1,"ref",4,0.00274468085106383
"co","0-ppm",1,"ref",5,0.00325531914893617
"co","0-ppm",1,"ref",6,0.00268085106382979
"co","0-ppm",1,"ref",7,-0.0516037735849057
"co","0-ppm",1,"ref",8,0.00240425531914894
"co","0-ppm",1,"ref",9,-0.0483018867924528
"co","0-ppm",1,"ref",10,-0.0509622641509434
"co","0-ppm",1,"ref",11,-0.0476037735849057
"co","0-ppm",1,"ref",12,-0.0457924528301887
"co","0-ppm",1,"ref",13,0.00287234042553191
"co","0-ppm",1,"ref",14,-0.0508301886792453
"co","0-ppm",1,"ref",15,-0.0500566037735849
"co","0-ppm",1,"ref",16,-0.0503207547169811
"co","0-ppm",1,"ref",17,-0.0464716981132075
"co","0-ppm",1,"ref",18,-0.051
"co","0-ppm",1,"ref",19,-0.0472075471698113
"co","0-ppm",1,"ref",20,-0.0506981132075472
"co","0-ppm",1,"ref",21,-0.0500754716981132
"co","0-ppm",1,"ref",22,0.00302127659574468
"co","0-ppm",1,"ref",23,0.00512765957446808
"co","0-ppm",1,"ref",24,0.00365957446808511
"co","0-ppm",1,"ref",25,-0.0506981132075472
"co","0-ppm",1,"ref",26,0.00525531914893617
"co","0-ppm",1,"ref",27,0.00551063829787234
"co","0-ppm",1,"ref",28,-0.0487547169811321
"co","0-ppm",1,"ref",29,-0.0523396226415094
"co","0-ppm",1,"ref",30,-0.0502641509433962
"co","0-ppm",2,"part_1",1,-0.0510754716981132
"co","0-ppm",2,"part_1",2,0.00542553191489362
"co","0-ppm",2,"part_1",3,0.00295744680851064
"co","0-ppm",2,"part_1",4,0.00729787234042553
"co","0-ppm",2,"part_1",5,-0.0466792452830189
"co","0-ppm",2,"part_1",6,0.00840425531914894
"co","0-ppm",2,"part_1",7,0.00634042553191489
"co","0-ppm",2,"part_1",8,-0.0518867924528302
"co","0-ppm",2,"part_1",9,0.00446808510638298
"co","0-ppm",2,"part_1",10,-0.0507924528301887
"co","0-ppm",2,"part_1",11,-0.0475471698113208
"co","0-ppm",2,"part_1",12,-0.047377358490566
"co","0-ppm",2,"part_1",13,-0.0480754716981132
"co","0-ppm",2,"part_1",14,-0.0464150943396226
"co","0-ppm",2,"part_1",15,-0.0512264150943396
"co","0-ppm",2,"part_1",16,0.00634042553191489
"co","0-ppm",2,"part_1",17,-0.0530754716981132
"co","0-ppm",2,"part_1",18,-0.0473396226415094
"co","0-ppm",2,"part_1",19,-0.0512452830188679
"co","0-ppm",2,"part_1",20,0.00419148936170213
"co","0-ppm",2,"part_1",21,0.0054468085106383
"co","0-ppm",2,"part_1",22,-0.051811320754717
"co","0-ppm",2,"part_1",23,-0.0489056603773585
"co","0-ppm",2,"part_1",24,-0.0514528301886792
"co","0-ppm",2,"part_1",25,0.00368085106382979
"co","0-ppm",2,"part_1",26,-0.0483018867924528
"co","0-ppm",2,"part_1",27,-0.0499056603773585
"co","0-ppm",2,"part_1",28,-0.0487358490566038
"co","0-ppm",2,"part_1",29,-0.0476603773584906
"co","0-ppm",2,"part_1",30,0.00802127659574468
"co","0-ppm",3,"part_2",1,0.00325531914893617
"co","0-ppm",3,"part_2",2,-0.0477547169811321
"co","0-ppm",3,"part_2",3,0.0041063829787234
"co","0-ppm",3,"part_2",4,0.00304255319148936
"co","0-ppm",3,"part_2",5,0.00395744680851064
"co","0-ppm",3,"part_2",6,0.00374468085106383
"co","0-ppm",3,"part_2",7,0.00478723404255319
"co","0-ppm",3,"part_2",8,-0.050377358490566
"co","0-ppm",3,"part_2",9,0.00625531914893617
"co","0-ppm",3,"part_2",10,0.00542553191489362
"co","0-ppm",3,"part_2",11,-0.0507924528301887
"co","0-ppm",3,"part_2",12,-0.0503584905660377
"co","0-ppm",3,"part_2",13,-0.0527169811320755
"co","0-ppm",3,"part_2",14,0.00504255319148936
"co","0-ppm",3,"part_2",15,-0.0499056603773585
"co","0-ppm",3,"part_2",16,-0.0488301886792453
"co","0-ppm",3,"part_2",17,0.00538297872340425
"co","0-ppm",3,"part_2",18,0.00542553191489362
"co","0-ppm",3,"part_2",19,0.00682978723404255
"co","0-ppm",3,"part_2",20,0.0038936170212766
"co","0-ppm",3,"part_2",21,-0.050188679245283
"co","0-ppm",3,"part_2",22,0.00225531914893617
"co","0-ppm",3,"part_2",23,-0.0467924528301887
"co","0-ppm",3,"part_2",24,0.00465957446808511
"co","0-ppm",3,"part_2",25,-0.0490566037735849
"co","0-ppm",3,"part_2",26,0.00551063829787234
"co","0-ppm",3,"part_2",27,-0.0478867924528302
"co","0-ppm",3,"part_2",28,0.00514893617021277
"co","0-ppm",3,"part_2",29,-0.0493962264150943
"co","0-ppm",3,"part_2",30,0.005
"co","0-ppm",4,"part_3",1,0.00691489361702128
"co","0-ppm",4,"part_3",2,0.00646808510638298
"co","0-ppm",4,"part_3",3,0.00291489361702128
"co","0-ppm",4,"part_3",4,0.00302127659574468
"co","0-ppm",4,"part_3",5,0.00514893617021277
"co","0-ppm",4,"part_3",6,0.00585106382978723
"co","0-ppm",4,"part_3",7,-0.0538867924528302
"co","0-ppm",4,"part_3",8,0.00882978723404255
"co","0-ppm",4,"part_3",9,0.00423404255319149
"co","0-ppm",4,"part_3",10,-0.0544339622641509
"co","0-ppm",4,"part_3",11,0.00395744680851064
"co","0-ppm",4,"part_3",12,0.00523404255319149
"co","0-ppm",4,"part_3",13,-0.0516037735849057
"co","0-ppm",4,"part_3",14,-0.0489811320754717
"co","0-ppm",4,"part_3",15,0.00487234042553191
"co","0-ppm",4,"part_3",16,-0.0464716981132075
"co","0-ppm",4,"part_3",17,0.00417021276595745
"co","0-ppm",4,"part_3",18,0.00336170212765957
"co","0-ppm",4,"part_3",19,0.00657446808510638
"co","0-ppm",4,"part_3",20,-0.0503962264150943
"co","0-ppm",4,"part_3",21,-0.049188679245283
"co","0-ppm",4,"part_3",22,-0.0497924528301887
"co","0-ppm",4,"part_3",23,-0.052377358490566
"co","0-ppm",4,"part_3",24,0.00178723404255319
"co","0-ppm",4,"part_3",25,-0.051
"co","0-ppm",4,"part_3",26,0.0034468085106383
"co","0-ppm",4,"part_3",27,0.00636170212765957
"co","0-ppm",4,"part_3",28,0.00325531914893617
"co","0-ppm",4,"part_3",29,0.00472340425531915
"co","0-ppm",4,"part_3",30,-0.0534150943396226
"co","0-ppm",5,"part_4",1,-0.0536037735849057
"co","0-ppm",5,"part_4",2,0.00253191489361702
"co","0-ppm",5,"part_4",3,-0.0521698113207547
"co","0-ppm",5,"part_4",4,0.00534042553191489
