"","pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value","n_lab"
"1","so2","100-ppb","part_1",2,"1-10",99.4872445157838,0.607587220951016,7
"2","so2","100-ppb","part_1",2,"11-20",99.5448889780631,0.539033950845169,7
"3","so2","100-ppb","part_1",2,"21-30",99.6300575173889,0.561127147006081,7
"4","so2","100-ppb","part_2",3,"1-10",99.7444074371322,0.528755633667658,7
"5","so2","100-ppb","part_2",3,"11-20",99.5162627073302,0.585179298899589,7
"6","so2","100-ppb","part_2",3,"21-30",99.7044154628144,0.526667953278423,7
"7","so2","100-ppb","part_3",4,"1-10",99.5023796147673,0.57188417882796,7
"8","so2","100-ppb","part_3",4,"11-20",99.7443619582663,0.54915445609907,7
"9","so2","100-ppb","part_3",4,"21-30",99.6112479935795,0.586058759799065,7
"10","so2","100-ppb","part_4",5,"1-10",99.7270024077046,0.522620081321612,7
"11","so2","100-ppb","part_4",5,"11-20",99.5097846441947,0.612054620338495,7
"12","so2","100-ppb","part_4",5,"21-30",99.5265208667737,0.598365268249718,7
"13","so2","100-ppb","part_5",6,"1-10",99.5991479400749,0.5864867024154,7
"14","so2","100-ppb","part_5",6,"11-20",99.5147271268058,0.581331842348894,7
"15","so2","100-ppb","part_5",6,"21-30",99.5181005885501,0.607325366643424,7
"16","so2","100-ppb","part_6",7,"1-10",99.2699050294275,0.54240065246286,7
"17","so2","100-ppb","part_6",7,"11-20",99.5123060460139,0.561943891134857,7
"18","so2","100-ppb","part_6",7,"21-30",99.4880965757089,0.584132466534386,7
"19","so2","100-ppb","ref",1,"1-10",99.4869234884966,0.596101483593456,7
"20","so2","100-ppb","ref",1,"11-20",99.1726123595506,0.451325593048968,7
"21","so2","100-ppb","ref",1,"21-30",99.4129347244515,0.551264303689641,7
