"","pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value","n_lab"
"1","o3","80-ppb","part_1",2,"1-10",80.2051681305869,0.570038589709173,7
"2","o3","80-ppb","part_1",2,"11-20",80.0886563026299,0.58895113509301,7
"3","o3","80-ppb","part_1",2,"21-30",80.3313140173598,0.53190712499526,7
"4","o3","80-ppb","part_2",3,"1-10",80.0763115040808,0.584633873026181,7
"5","o3","80-ppb","part_2",3,"11-20",79.9789678067107,0.58446244049796,7
"6","o3","80-ppb","part_2",3,"21-30",80.2254755149631,0.584848441255638,7
"7","o3","80-ppb","part_3",4,"1-10",80.3182276978883,0.530314845014576,7
"8","o3","80-ppb","part_3",4,"11-20",79.9823579997409,0.56357484304297,7
"9","o3","80-ppb","part_3",4,"21-30",79.8686262987434,0.57441641199007,7
"10","o3","80-ppb","part_4",5,"1-10",80.1899047156368,0.595818078994912,7
"11","o3","80-ppb","part_4",5,"11-20",80.460719989636,0.469739959887377,7
"12","o3","80-ppb","part_4",5,"21-30",80.1964486073326,0.60648660880193,7
"13","o3","80-ppb","part_5",6,"1-10",79.858253789351,0.557853258296645,7
"14","o3","80-ppb","part_5",6,"11-20",80.2055458738179,0.57780941731237,7
"15","o3","80-ppb","part_5",6,"21-30",79.8539058686358,0.56369154430683,7
"16","o3","80-ppb","part_6",7,"1-10",80.0932685062832,0.583664342022837,7
"17","o3","80-ppb","part_6",7,"11-20",79.9881969296541,0.582174959752712,7
"18","o3","80-ppb","part_6",7,"21-30",79.9942602409639,0.563048864471762,7
"19","o3","80-ppb","ref",1,"1-10",80.1117322710196,0.596653651712016,7
"20","o3","80-ppb","ref",1,"11-20",79.7563648659153,0.486292438478292,7
"21","o3","80-ppb","ref",1,"21-30",80.2133769659282,0.58133499538795,7
