"","pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value","n_lab"
"1","no","182-ppb","part_1",2,"1-10",76.1399620253164,0.256530125903205,7
"2","no","182-ppb","part_1",2,"11-20",75.844746835443,0.42161409810428,7
"3","no","182-ppb","part_1",2,"21-30",75.9607721518987,0.436502078890396,7
"4","no","182-ppb","part_2",3,"1-10",75.9783544303798,0.265537077724408,7
"5","no","182-ppb","part_2",3,"11-20",76.1932278481013,0.234822020617628,7
"6","no","182-ppb","part_2",3,"21-30",76.0479240506329,0.314382538016538,7
"7","no","182-ppb","part_3",4,"1-10",75.9113037974683,0.243900456636717,7
"8","no","182-ppb","part_3",4,"11-20",76.1566202531646,0.324270841197217,7
"9","no","182-ppb","part_3",4,"21-30",76.0343670886076,0.297808849924409,7
"10","no","182-ppb","part_4",5,"1-10",75.9209620253165,0.443931737422907,7
"11","no","182-ppb","part_4",5,"11-20",76.2685949367089,0.333615169268075,7
"12","no","182-ppb","part_4",5,"21-30",76.0845696202532,0.256044654371671,7
"13","no","182-ppb","part_5",6,"1-10",75.9692784810127,0.360493118772564,7
"14","no","182-ppb","part_5",6,"11-20",76.1387721518987,0.254666809070639,7
"15","no","182-ppb","part_5",6,"21-30",76.0295189873418,0.373943546442789,7
"16","no","182-ppb","part_6",7,"1-10",76.0755316455696,0.352096293035229,7
"17","no","182-ppb","part_6",7,"11-20",76.1438987341772,0.219687285740841,7
"18","no","182-ppb","part_6",7,"21-30",75.9898987341772,0.265753576148947,7
"19","no","182-ppb","ref",1,"1-10",76.001417721519,0.343262032587721,7
"20","no","182-ppb","ref",1,"11-20",76.2176835443038,0.303986369130726,7
"21","no","182-ppb","ref",1,"21-30",76.0746962025316,0.259520868870712,7
