"","pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value","n_lab"
"1","co","6-ppm","part_1",2,"1-10",6.06678522167488,0.0127398659201921,7
"2","co","6-ppm","part_1",2,"11-20",6.07343534482759,0.0125329709968453,7
"3","co","6-ppm","part_1",2,"21-30",6.07013830049261,0.0140173992675205,7
"4","co","6-ppm","part_2",3,"1-10",6.06476633825944,0.013700825465294,7
"5","co","6-ppm","part_2",3,"11-20",6.07651075533662,0.0121359297271302,7
"6","co","6-ppm","part_2",3,"21-30",6.06994552545156,0.0137575786252009,7
"7","co","6-ppm","part_3",4,"1-10",6.07743140394089,0.012383341301927,7
"8","co","6-ppm","part_3",4,"11-20",6.06822988505747,0.0120481836638143,7
"9","co","6-ppm","part_3",4,"21-30",6.06600931855501,0.0135443961978903,7
"10","co","6-ppm","part_4",5,"1-10",6.06892323481117,0.0153406714790816,7
"11","co","6-ppm","part_4",5,"11-20",6.06560041050903,0.0104765878502608,7
"12","co","6-ppm","part_4",5,"21-30",6.06967192118227,0.0137129632511762,7
"13","co","6-ppm","part_5",6,"1-10",6.07736174055829,0.0135116735915224,7
"14","co","6-ppm","part_5",6,"11-20",6.06696486042693,0.00971818225554158,7
"15","co","6-ppm","part_5",6,"21-30",6.07547151067323,0.0144358341309068,7
"16","co","6-ppm","part_6",7,"1-10",6.07213148604269,0.0134265344545199,7
"17","co","6-ppm","part_6",7,"11-20",6.0741920771757,0.0126528691008146,7
"18","co","6-ppm","part_6",7,"21-30",6.06826494252874,0.0133569116099361,7
"19","co","6-ppm","ref",1,"1-10",6.06058505747126,0.00391616409466934,7
"20","co","6-ppm","ref",1,"11-20",6.06387479474548,0.0123313615569919,7
"21","co","6-ppm","ref",1,"21-30",6.07624844006568,0.0117427183372301,7
