"","pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value","n_lab"
"1","o3","40-ppb","part_1",2,"1-10",40.7188243128964,0.259547568241375,7
"2","o3","40-ppb","part_1",2,"11-20",40.5092256518675,0.330750060678106,7
"3","o3","40-ppb","part_1",2,"21-30",40.6451977214001,0.321674062394406,7
"4","o3","40-ppb","part_2",3,"1-10",40.5818244420954,0.34600740034452,7
"5","o3","40-ppb","part_2",3,"11-20",40.4575936927414,0.329599081366354,7
"6","o3","40-ppb","part_2",3,"21-30",40.4583853887714,0.337829751915943,7
"7","o3","40-ppb","part_3",4,"1-10",40.3393006694856,0.265769492371763,7
"8","o3","40-ppb","part_3",4,"11-20",40.5327139769791,0.348323499214193,7
"9","o3","40-ppb","part_3",4,"21-30",40.6116459008691,0.320639899761481,7
"10","o3","40-ppb","part_4",5,"1-10",40.7333109349307,0.258907472414145,7
"11","o3","40-ppb","part_4",5,"11-20",40.5266865045807,0.354667763549535,7
"12","o3","40-ppb","part_4",5,"21-30",40.6446835799859,0.312449956356344,7
"13","o3","40-ppb","part_5",6,"1-10",40.6042369743951,0.356145052579776,7
"14","o3","40-ppb","part_5",6,"11-20",40.5307679116749,0.326011507497704,7
"15","o3","40-ppb","part_5",6,"21-30",40.4068420249002,0.312423434039655,7
"16","o3","40-ppb","part_6",7,"1-10",40.4465926591497,0.324036302137286,7
"17","o3","40-ppb","part_6",7,"11-20",40.4027000352361,0.318266441177333,7
"18","o3","40-ppb","part_6",7,"21-30",40.457718240545,0.334284640963537,7
"19","o3","40-ppb","ref",1,"1-10",40.4500500939629,0.3364758629917,7
"20","o3","40-ppb","ref",1,"11-20",40.4697095254874,0.329563108653618,7
"21","o3","40-ppb","ref",1,"21-30",40.5897646699554,0.340267332569654,7
