"","pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value","n_lab"
"1","no2","90-ppb","part_1",2,"1-10",96.8328604651163,0.0410875822079314,7
"2","no2","90-ppb","part_1",2,"11-20",96.8299186046512,0.0423181287273818,7
"3","no2","90-ppb","part_1",2,"21-30",96.8360813953488,0.0402120173550709,7
"4","no2","90-ppb","part_2",3,"1-10",96.8496511627907,0.0345997919680209,7
"5","no2","90-ppb","part_2",3,"11-20",96.8375465116279,0.044235639583797,7
"6","no2","90-ppb","part_2",3,"21-30",96.8355930232558,0.0333118936820067,7
"7","no2","90-ppb","part_3",4,"1-10",96.8268023255814,0.04020238484083,7
"8","no2","90-ppb","part_3",4,"11-20",96.838523255814,0.0344457453749408,7
"9","no2","90-ppb","part_3",4,"21-30",96.8478604651163,0.0493602847852441,7
"10","no2","90-ppb","part_4",5,"1-10",96.8616046511628,0.0398000229197204,7
"11","no2","90-ppb","part_4",5,"11-20",96.8445581395349,0.0518476247414917,7
"12","no2","90-ppb","part_4",5,"21-30",96.8345813953489,0.0409808604548777,7
"13","no2","90-ppb","part_5",6,"1-10",96.8432209302326,0.0318970371399462,7
"14","no2","90-ppb","part_5",6,"11-20",96.8557906976744,0.0331238595684559,7
"15","no2","90-ppb","part_5",6,"21-30",96.8307209302325,0.0383622178194166,7
"16","no2","90-ppb","part_6",7,"1-10",96.8473488372093,0.0419124999586772,7
"17","no2","90-ppb","part_6",7,"11-20",96.8549069767442,0.0370896736517423,7
"18","no2","90-ppb","part_6",7,"21-30",96.8124651162791,0.0351000955230338,7
"19","no2","90-ppb","ref",1,"1-10",96.8223139534884,0.0524510539848215,7
"20","no2","90-ppb","ref",1,"11-20",96.833011627907,0.049323085983021,7
"21","no2","90-ppb","ref",1,"21-30",96.8156744186047,0.0444470328553379,7
