"","pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value","n_lab"
"1","no","121-ppb","part_1",2,"1-10",120.321699604743,0.0910139453733325,7
"2","no","121-ppb","part_1",2,"11-20",120.380434782609,0.0633281268888316,7
"3","no","121-ppb","part_1",2,"21-30",120.328577075099,0.0881544132627378,7
"4","no","121-ppb","part_2",3,"1-10",120.379249011857,0.0582909038520598,7
"5","no","121-ppb","part_2",3,"11-20",120.356996047431,0.0503334504353497,7
"6","no","121-ppb","part_2",3,"21-30",120.334624505929,0.0463117132045221,7
"7","no","121-ppb","part_3",4,"1-10",120.337826086956,0.0633658875474626,7
"8","no","121-ppb","part_3",4,"11-20",120.347075098814,0.0551947662035111,7
"9","no","121-ppb","part_3",4,"21-30",120.35023715415,0.0461183697578768,7
"10","no","121-ppb","part_4",5,"1-10",120.39814229249,0.0635923082006504,7
"11","no","121-ppb","part_4",5,"11-20",120.339881422925,0.0952549033330593,7
"12","no","121-ppb","part_4",5,"21-30",120.358853754941,0.0826160394136263,7
"13","no","121-ppb","part_5",6,"1-10",120.361264822134,0.0578168989874706,7
"14","no","121-ppb","part_5",6,"11-20",120.342964426878,0.0752973475428365,7
"15","no","121-ppb","part_5",6,"21-30",120.355296442688,0.129037706395096,7
"16","no","121-ppb","part_6",7,"1-10",120.369802371541,0.0670240438044016,7
"17","no","121-ppb","part_6",7,"11-20",120.320434782609,0.0895795640257545,7
"18","no","121-ppb","part_6",7,"21-30",120.36256916996,0.0688957611796392,7
"19","no","121-ppb","ref",1,"1-10",120.279920948617,0.0886848248083017,7
"20","no","121-ppb","ref",1,"11-20",120.321976284585,0.0716044872774127,7
"21","no","121-ppb","ref",1,"21-30",120.361976284585,0.0541784961433095,7
