"pollutant","n_lab","level","combination","combination_label","participant_mean","value_1","value_2","value_3","participant_sd","sigma_pt","u(x_pt)","ref_value","z_score","z_score_eval","z_prime","z_prime Eval","zeta_score","zeta_score_eval","En_score","En_score_eval"
"co",7,"0-ppm","Referencia (1)","1",-0.0262878228288505,-0.0337196306704135,-0.0336146126053794,-0.0115292252107587,0.0127814283215162,0.0411843566840626,0.0162795463863022,-0.0277273517998126,0.0349532950582463,"Satisfactory",0.0325059041346971,"Satisfactory",0.0460421566492043,"Satisfactory",0.0230210783246022,"Satisfactory"
"co",7,"0-ppm","Consenso MADe (2a)","2a",-0.0262878228288505,-0.0337196306704135,-0.0336146126053794,-0.0115292252107587,0.0127814283215162,0.00541140210758731,0.00276149457429383,-0.0234981265890539,-0.515521889582959,"Satisfactory",-0.459187483895877,"Satisfactory",-0.103956391695564,"Satisfactory",-0.0519781958477819,"Satisfactory"
"co",7,"0-ppm","Consenso nIQR (2b)","2b",-0.0262878228288505,-0.0337196306704135,-0.0336146126053794,-0.0115292252107587,0.0127814283215162,0.00538980055198714,0.00275047107661242,-0.0234981265890539,-0.51758802814477,"Satisfactory",-0.461027842155631,"Satisfactory",-0.10396077764037,"Satisfactory",-0.0519803888201849,"Satisfactory"
"co",7,"0-ppm","Algoritmo A (3)","3",-0.0262878228288505,-0.0337196306704135,-0.0336146126053794,-0.0115292252107587,0.0127814283215162,0.00481382858428404,0.00245654661265005,-0.0225104245821275,-0.784697290438488,"Satisfactory",-0.698948350588665,"Satisfactory",-0.140918302359584,"Satisfactory",-0.0704591511797922,"Satisfactory"
"co",7,"2-ppm","Referencia (1)","1",2.01481347517731,2.0146300881152,2.01546036965399,2.01434996776273,0.000577469653695811,0.00531001966473315,0.00209896957010505,2.01493451536643,-0.0227946781309733,"Satisfactory",-0.0211986200692082,"Satisfactory",-0.0277708142178104,"Satisfactory",-0.0138854071089052,"Satisfactory"
"co",7,"2-ppm","Consenso MADe (2a)","2a",2.01481347517731,2.0146300881152,2.01546036965399,2.01434996776273,0.000577469653695811,0.00117044810874731,0.000597291799340941,2.01353248083674,1.09444778542083,"Satisfactory",0.97485040887276,"Satisfactory",0.331326664372481,"Satisfactory",0.165663332186241,"Satisfactory"
"co",7,"2-ppm","Consenso nIQR (2b)","2b",2.01481347517731,2.0146300881152,2.01546036965399,2.01434996776273,0.000577469653695811,0.000951750550719881,0.000485688169099289,2.01353248083674,1.34593496121393,"Satisfactory",1.19885595707156,"Satisfactory",0.332674344986006,"Satisfactory",0.166337172493003,"Satisfactory"
"co",7,"2-ppm","Algoritmo A (3)","3",2.01481347517731,2.0146300881152,2.01546036965399,2.01434996776273,0.000577469653695811,0.000829189000626165,0.000423143739971339,2.01349998925425,1.58406095844149,"Satisfactory",1.41096038896208,"Satisfactory",0.341768156639587,"Satisfactory",0.170884078319793,"Satisfactory"
"co",7,"4-ppm","Referencia (1)","1",4.02220354256854,4.02737361471861,4.01808043290043,4.02115658008658,0.00473422695964334,0.0112033909090901,0.00442852909874365,4.02175396825397,0.0401284145328361,"Satisfactory",0.0373186674878028,"Satisfactory",0.0344102124732223,"Satisfactory",0.0172051062366111,"Satisfactory"
"co",7,"4-ppm","Consenso MADe (2a)","2a",4.02220354256854,4.02737361471861,4.01808043290043,4.02115658008658,0.00473422695964334,0.00209748201298609,0.00107036680760034,4.02310047979798,-0.427625707341359,"Satisfactory",-0.380896285048386,"Satisfactory",-0.0726958179426175,"Satisfactory",-0.0363479089713087,"Satisfactory"
"co",7,"4-ppm","Consenso nIQR (2b)","2b",4.02220354256854,4.02737361471861,4.01808043290043,4.02115658008658,0.00473422695964334,0.00185909723106044,0.000948716582983155,4.02310047979798,-0.482458482780558,"Satisfactory",-0.429737129050804,"Satisfactory",-0.0727545354062535,"Satisfactory",-0.0363772677031268,"Satisfactory"
"co",7,"4-ppm","Algoritmo A (3)","3",4.02220354256854,4.02737361471861,4.01808043290043,4.02115658008658,0.00473422695964334,0.00152002702793124,0.000775685544514744,4.02326412698412,-0.697740498094008,"Satisfactory",-0.621493888438435,"Satisfactory",-0.0861132497199911,"Satisfactory",-0.0430566248599955,"Satisfactory"
"co",7,"6-ppm","Referencia (1)","1",6.07055686918446,6.07743140394089,6.06822988505747,6.06600931855501,0.00605616627793704,0.00600870689654901,0.00237514994818207,6.06690276409414,0.608135020267792,"Satisfactory",0.565554081148444,"Satisfactory",0.283713975527027,"Satisfactory",0.141856987763513,"Satisfactory"
"co",7,"6-ppm","Consenso MADe (2a)","2a",6.07055686918446,6.07743140394089,6.06822988505747,6.06600931855501,0.00605616627793704,0.00104542571154791,0.000533491574433002,6.0704822044335,0.0714204272327494,"Satisfactory",0.0636158559752044,"Satisfactory",0.00589309189340819,"Satisfactory",0.0029465459467041,"Satisfactory"
"co",7,"6-ppm","Consenso nIQR (2b)","2b",6.07055686918446,6.07743140394089,6.06822988505747,6.06600931855501,0.00605616627793704,0.000811532291666393,0.000414133338411282,6.0704822044335,0.0920046580100181,"Satisfactory",0.0819507149395686,"Satisfactory",0.00589516913419667,"Satisfactory",0.00294758456709833,"Satisfactory"
"co",7,"6-ppm","Algoritmo A (3)","3",6.07055686918446,6.07743140394089,6.06822988505747,6.06600931855501,0.00605616627793704,0.00113403746947953,0.00057871107279623,6.07059841983812,-0.0366395774190269,"Satisfactory",-0.0326357342064787,"Satisfactory",-0.00327896990364757,"Satisfactory",-0.00163948495182378,"Satisfactory"
"co",7,"8-ppm","Referencia (1)","1",8.04977394146064,8.05431551577153,8.07950008525149,8.01550622335891,0.0322377575662086,0.0188282843137222,0.0074425328580728,8.04595794970162,0.202673366061571,"Satisfactory",0.188482401927355,"Satisfactory",0.0701505394290308,"Satisfactory",0.0350752697145154,"Satisfactory"
"co",7,"8-ppm","Consenso MADe (2a)","2a",8.04977394146064,8.05431551577153,8.07950008525149,8.01550622335891,0.0322377575662086,0.00387971595623599,0.00197985925827339,8.04908909846547,0.176518849032671,"Satisfactory",0.157229494586698,"Satisfactory",0.0127006229773375,"Satisfactory",0.00635031148866874,"Satisfactory"
"co",7,"8-ppm","Consenso nIQR (2b)","2b",8.04977394146064,8.05431551577153,8.07950008525149,8.01550622335891,0.0322377575662086,0.00427326982576802,0.00218069387632576,8.04908909846547,0.160262052969094,"Satisfactory",0.14274918360188,"Satisfactory",0.0126987984133684,"Satisfactory",0.0063493992066842,"Satisfactory"
"co",7,"8-ppm","Algoritmo A (3)","3",8.04977394146064,8.05431551577153,8.07950008525149,8.01550622335891,0.0322377575662086,0.00427937713352142,0.00218381049876283,8.04876014312526,0.236903246373444,"Satisfactory",0.211015298917741,"Satisfactory",0.0187984555267062,"Satisfactory",0.00939922776335311,"Satisfactory"
"no",7,"0-ppb","Referencia (1)","1",0.558388552188552,0.618165656565656,0.519292929292929,0.537707070707071,0.0525808596999744,0.0689669898989891,0.027261596430829,0.628721212121212,-1.01980179264995,"Satisfactory",-0.948396403058164,"Satisfactory",-0.570069043705234,"Satisfactory",-0.285034521852617,"Satisfactory"
"no",7,"0-ppb","Consenso MADe (2a)","2a",0.558388552188552,0.618165656565656,0.519292929292929,0.537707070707071,0.0525808596999744,0.0144055723905726,0.00735131287700585,0.560525883838384,-0.148368394665837,"Satisfactory",-0.132155222140791,"Satisfactory",-0.0177297713977233,"Satisfactory",-0.00886488569886166,"Satisfactory"
"no",7,"0-ppb","Consenso nIQR (2b)","2b",0.558388552188552,0.618165656565656,0.519292929292929,0.537707070707071,0.0525808596999744,0.0115934671275254,0.00591626641920156,0.560525883838384,-0.184356554111175,"Satisfactory",-0.164210723021882,"Satisfactory",-0.0177413971276614,"Satisfactory",-0.00887069856383068,"Satisfactory"
"no",7,"0-ppb","Algoritmo A (3)","3",0.558388552188552,0.618165656565656,0.519292929292929,0.537707070707071,0.0525808596999744,0.0136436098828796,0.00696247551305181,0.561206191328775,-0.206517128854474,"Satisfactory",-0.183949668668388,"Satisfactory",-0.0233775918116675,"Satisfactory",-0.0116887959058338,"Satisfactory"
"no",7,"121-ppb","Referencia (1)","1",120.345046113307,120.337826086956,120.347075098814,120.35023715415,0.00644951423482422,0.0424970355727925,0.0167984282769028,120.321291172596,0.558978770891242,"Satisfactory",0.519839697792233,"Satisfactory",0.413807100222838,"Satisfactory",0.206903550111419,"Satisfactory"
"no",7,"121-ppb","Consenso MADe (2a)","2a",120.345046113307,120.337826086956,120.347075098814,120.35023715415,0.00644951423482422,0.00883156785257141,0.00450684059740986,120.352055335968,-0.79365552964917,"Satisfactory",-0.706927665155925,"Satisfactory",-0.127260608924673,"Satisfactory",-0.0636303044623367,"Satisfactory"
"no",7,"121-ppb","Consenso nIQR (2b)","2b",120.345046113307,120.337826086956,120.347075098814,120.35023715415,0.00644951423482422,0.00703697826104088,0.00359104293137663,120.352055335968,-0.996055750302741,"Satisfactory",-0.887210306766097,"Satisfactory",-0.127416449489188,"Satisfactory",-0.063708224744594,"Satisfactory"
"no",7,"121-ppb","Algoritmo A (3)","3",120.345046113307,120.337826086956,120.347075098814,120.35023715415,0.00644951423482422,0.0069653769308586,0.00355450403057431,120.351866763295,-0.979221951067642,"Satisfactory",-0.872216045472117,"Satisfactory",-0.123993849214601,"Satisfactory",-0.0619969246073003,"Satisfactory"
"no",7,"180-ppb","Referencia (1)","1",182.153429409608,182.224165016502,182.061232123212,182.174891089109,0.0835597671982607,0.121111666667168,0.047873589735918,182.289934360102,-1.12709992563973,"Satisfactory",-1.04818163987162,"Satisfactory",-0.549972456854576,"Satisfactory",-0.274986228427288,"Satisfactory"
"no",7,"180-ppb","Consenso MADe (2a)","2a",182.153429409608,182.224165016502,182.061232123212,182.174891089109,0.0835597671982607,0.0399607863951243,0.0203924034142513,182.195944444444,-1.06391887327462,"Satisfactory",-0.947657588087137,"Satisfactory",-0.173960466583836,"Satisfactory",-0.086980233291918,"Satisfactory"
"no",7,"180-ppb","Consenso nIQR (2b)","2b",182.153429409608,182.224165016502,182.061232123212,182.174891089109,0.0835597671982607,0.0443269944446143,0.0226205246292687,182.195944444444,-0.959122885937827,"Satisfactory",-0.854313334972111,"Satisfactory",-0.173821069982127,"Satisfactory",-0.0869105349910637,"Satisfactory"
"no",7,"180-ppb","Algoritmo A (3)","3",182.153429409608,182.224165016502,182.061232123212,182.174891089109,0.0835597671982607,0.0443575283849657,0.0226361064154557,182.209426277425,-1.26239828629452,"Satisfactory",-1.12444787403109,"Satisfactory",-0.228939671611899,"Satisfactory",-0.11446983580595,"Satisfactory"
"no",7,"42-ppb","Referencia (1)","1",25.1635980392157,25.1489588235294,25.2491529411765,25.0926823529412,0.0792558592320326,1.06121735294115,0.419482990973602,24.6983392156863,0.438419916749357,"Satisfactory",0.407722240802997,"Satisfactory",0.416148627779006,"Satisfactory",0.208074313889503,"Satisfactory"
"no",7,"42-ppb","Consenso MADe (2a)","2a",25.1635980392157,25.1489588235294,25.2491529411765,25.0926823529412,0.0792558592320326,0.180771884313716,0.092249765918757,24.8902607843137,1.5120562356236,"Satisfactory",1.34682408715322,"Satisfactory",0.262715845080946,"Satisfactory",0.131357922540473,"Satisfactory"
"no",7,"42-ppb","Consenso nIQR (2b)","2b",25.1635980392157,25.1489588235294,25.2491529411765,25.0926823529412,0.0792558592320326,0.148894465588234,0.0759823887949089,24.8902607843137,1.83577847451961,"Satisfactory",1.63517110667562,"Satisfactory",0.263048567538303,"Satisfactory",0.131524283769152,"Satisfactory"
"no",7,"42-ppb","Algoritmo A (3)","3",25.1635980392157,25.1489588235294,25.2491529411765,25.0926823529412,0.0792558592320326,0.164757880509213,0.0840776538229197,24.8582543129038,1.85328753543207,"Satisfactory",1.65076683944319,"Satisfactory",0.293674128909422,"Satisfactory",0.146837064454711,"Satisfactory"
"no",7,"81-ppb","Referencia (1)","1",80.6889487179487,80.6872115384615,80.6850192307692,80.6946153846154,0.00502840795760153,0.0390713461538382,0.0154443056368735,80.6785576923077,0.265950028958006,"Satisfactory",0.247328503121749,"Satisfactory",0.213679287826129,"Satisfactory",0.106839643913065,"Satisfactory"
