"pollutant","n_lab","level","combination","combination_label","participant_mean","value_1","value_2","value_3","participant_sd","sigma_pt","u(x_pt)","ref_value","z_score","z_score_eval","z_prime","z_prime Eval","zeta_score","zeta_score_eval","En_score","En_score_eval"
"co",7,"0-ppm","Referencia (1)","1",-0.0171016860698515,-0.0117865114411883,-0.0284058610999599,-0.0111126856684063,0.00979549846238112,0.0411843566840626,0.0162795463863022,-0.0277273517998126,0.258002469517097,"Satisfactory",0.239937422971494,"Satisfactory",0.343244224591519,"Satisfactory",0.17162211229576,"Satisfactory"
"co",7,"0-ppm","Consenso MADe (2a)","2a",-0.0171016860698515,-0.0117865114411883,-0.0284058610999599,-0.0111126856684063,0.00979549846238112,0.00541140210758731,0.00276149457429383,-0.0234981265890539,1.182030163723,"Satisfactory",1.05286209516357,"Satisfactory",0.241605426770799,"Satisfactory",0.120802713385399,"Satisfactory"
"co",7,"0-ppm","Consenso nIQR (2b)","2b",-0.0171016860698515,-0.0117865114411883,-0.0284058610999599,-0.0111126856684063,0.00979549846238112,0.00538980055198714,0.00275047107661242,-0.0234981265890539,1.18676757284537,"Satisfactory",1.05708181700088,"Satisfactory",0.24161589968348,"Satisfactory",0.12080794984174,"Satisfactory"
"co",7,"0-ppm","Algoritmo A (3)","3",-0.0171016860698515,-0.0117865114411883,-0.0284058610999599,-0.0111126856684063,0.00979549846238112,0.00481382858428404,0.00245654661265005,-0.0225104245821275,1.12358352973643,"Satisfactory",1.00080230227255,"Satisfactory",0.204530386760747,"Satisfactory",0.102265193380373,"Satisfactory"
"co",7,"2-ppm","Referencia (1)","1",2.01249968479117,2.01131396948205,2.01362828282828,2.01255680206319,0.00115821343162931,0.00531001966473315,0.00209896957010505,2.01493451536643,-0.458535133387701,"Satisfactory",-0.42642901229922,"Satisfactory",-0.511928975856625,"Satisfactory",-0.255964487928312,"Satisfactory"
"co",7,"2-ppm","Consenso MADe (2a)","2a",2.01249968479117,2.01131396948205,2.01362828282828,2.01255680206319,0.00115821343162931,0.00117044810874731,0.000597291799340941,2.01353248083674,-0.882393707030601,"Satisfactory",-0.785968848897412,"Satisfactory",-0.239651651158884,"Satisfactory",-0.119825825579442,"Satisfactory"
"co",7,"2-ppm","Consenso nIQR (2b)","2b",2.01249968479117,2.01131396948205,2.01362828282828,2.01255680206319,0.00115821343162931,0.000951750550719881,0.000485688169099289,2.01353248083674,-1.08515413496038,"Satisfactory",-0.966572335608803,"Satisfactory",-0.240435273754331,"Satisfactory",-0.120217636877166,"Satisfactory"
"co",7,"2-ppm","Algoritmo A (3)","3",2.01249968479117,2.01131396948205,2.01362828282828,2.01255680206319,0.00115821343162931,0.000829189000626165,0.000423143739971339,2.01349998925425,-1.2063648484442,"Satisfactory",-1.07453757175209,"Satisfactory",-0.233230748037115,"Satisfactory",-0.116615374018557,"Satisfactory"
"co",7,"4-ppm","Referencia (1)","1",4.02511015151515,4.02484614718615,4.0240345021645,4.02644980519481,0.00122910369633968,0.0112033909090901,0.00442852909874365,4.02175396825397,0.299568522460793,"Satisfactory",0.278593067024336,"Satisfactory",0.250826477258486,"Satisfactory",0.125413238629243,"Satisfactory"
"co",7,"4-ppm","Consenso MADe (2a)","2a",4.02511015151515,4.02484614718615,4.0240345021645,4.02644980519481,0.00122910369633968,0.00209748201298609,0.00107036680760034,4.02310047979798,0.958135376004202,"Satisfactory",0.853433736625453,"Satisfactory",0.158595485105217,"Satisfactory",0.0792977425526084,"Satisfactory"
"co",7,"4-ppm","Consenso nIQR (2b)","2b",4.02511015151515,4.02484614718615,4.0240345021645,4.02644980519481,0.00122910369633968,0.00185909723106044,0.000948716582983155,4.02310047979798,1.08099333568915,"Satisfactory",0.962866213740923,"Satisfactory",0.158716924051319,"Satisfactory",0.0793584620256594,"Satisfactory"
"co",7,"4-ppm","Algoritmo A (3)","3",4.02511015151515,4.02484614718615,4.0240345021645,4.02644980519481,0.00122910369633968,0.00152002702793124,0.000775685544514744,4.02326412698412,1.21446822793722,"Satisfactory",1.08175544264301,"Satisfactory",0.145928488658874,"Satisfactory",0.0729642443294368,"Satisfactory"
"co",7,"6-ppm","Referencia (1)","1",6.07326603721948,6.07736174055829,6.06696486042693,6.07547151067323,0.00553821848457178,0.00600870689654901,0.00237514994818207,6.06690276409414,1.05900874096517,"Satisfactory",0.984858124370132,"Satisfactory",0.497989900902452,"Satisfactory",0.248994950451226,"Satisfactory"
"co",7,"6-ppm","Consenso MADe (2a)","2a",6.07326603721948,6.07736174055829,6.06696486042693,6.07547151067323,0.00553821848457178,0.00104542571154791,0.000533491574433002,6.0704822044335,2.66287002054316,"Questionable",2.37188101879466,"Questionable",0.221527047506123,"Satisfactory",0.110763523753062,"Satisfactory"
"co",7,"6-ppm","Consenso nIQR (2b)","2b",6.07326603721948,6.07736174055829,6.06696486042693,6.07547151067323,0.00553821848457178,0.000811532291666393,0.000414133338411282,6.0704822044335,3.43034136111779,"Unsatisfactory",3.05548581029196,"Unsatisfactory",0.221606422960183,"Satisfactory",0.110803211480092,"Satisfactory"
"co",7,"6-ppm","Algoritmo A (3)","3",6.07326603721948,6.07736174055829,6.06696486042693,6.07547151067323,0.00553821848457178,0.00113403746947953,0.00057871107279623,6.07059841983812,2.35231855486425,"Questionable",2.09526551705401,"Questionable",0.212245263499756,"Satisfactory",0.106122631749878,"Satisfactory"
"co",7,"8-ppm","Referencia (1)","1",8.05363650895141,8.0420418797954,8.06633301364024,8.05253463341858,0.0121829960655971,0.0188282843137222,0.0074425328580728,8.04595794970162,0.407820443002005,"Satisfactory",0.379265308243531,"Satisfactory",0.130678946019962,"Satisfactory",0.0653394730099811,"Satisfactory"
"co",7,"8-ppm","Consenso MADe (2a)","2a",8.05363650895141,8.0420418797954,8.06633301364024,8.05253463341858,0.0121829960655971,0.00387971595623599,0.00197985925827339,8.04908909846547,1.17209881785876,"Satisfactory",1.0440160115903,"Satisfactory",0.0779743273722701,"Satisfactory",0.0389871636861351,"Satisfactory"
"co",7,"8-ppm","Consenso nIQR (2b)","2b",8.05363650895141,8.0420418797954,8.06633301364024,8.05253463341858,0.0121829960655971,0.00427326982576802,0.00218069387632576,8.04908909846547,1.06415243393031,"Satisfactory",0.947865626061835,"Satisfactory",0.0779647508850779,"Satisfactory",0.0389823754425389,"Satisfactory"
"co",7,"8-ppm","Algoritmo A (3)","3",8.05363650895141,8.0420418797954,8.06633301364024,8.05253463341858,0.0121829960655971,0.00427937713352142,0.00218381049876283,8.04876014312526,1.13950364130173,"Satisfactory",1.01498272044825,"Satisfactory",0.083604479510179,"Satisfactory",0.0418022397550895,"Satisfactory"
"no",7,"0-ppb","Referencia (1)","1",0.550722222222222,0.554417929292929,0.570044444444444,0.527704292929293,0.0214106467825202,0.0689669898989891,0.027261596430829,0.628721212121212,-1.13096120351532,"Satisfactory",-1.0517725553562,"Satisfactory",-0.588085292044957,"Satisfactory",-0.294042646022479,"Satisfactory"
