"pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value"
"co","0-ppm","part_1",2,"1-10",-0.0165540345242874,0.0289475498318538
"co","0-ppm","part_1",2,"11-20",-0.0381769971898836,0.0230028212127526
"co","0-ppm","part_1",2,"21-30",-0.0329624648735448,0.026742036049565
"co","0-ppm","part_10",11,"1-10",-0.0110154556403051,0.0259335135684144
"co","0-ppm","part_10",11,"11-20",-0.00109739060618226,0.0172459795153759
"co","0-ppm","part_10",11,"21-30",-0.0174701726214372,0.0284968363606255
"co","0-ppm","part_11",12,"1-10",-0.0110830188679245,0.0254626955252706
"co","0-ppm","part_11",12,"11-20",-0.0169760738659173,0.0287140713741105
"co","0-ppm","part_11",12,"21-30",-0.0226045764753111,0.0279860610869983
"co","0-ppm","part_12",13,"1-10",-0.0276832195905259,0.0277518195621325
"co","0-ppm","part_12",13,"11-20",-0.0170928944199117,0.0284439240216965
"co","0-ppm","part_12",13,"21-30",-0.0276730228823766,0.027364110917482
"co","0-ppm","part_2",3,"1-10",-0.00635576073865917,0.0225396390450442
"co","0-ppm","part_2",3,"11-20",-0.0226029305499799,0.0294516835065141
"co","0-ppm","part_2",3,"21-30",-0.0220746286631875,0.0280553106206045
"co","0-ppm","part_3",4,"1-10",-0.00649377759935768,0.0251861216630658
"co","0-ppm","part_3",4,"11-20",-0.0169282617422722,0.027957408654512
"co","0-ppm","part_3",4,"21-30",-0.0236199116820554,0.0290704619669262
"co","0-ppm","part_4",5,"1-10",-0.0179019269369731,0.0289137786257409
"co","0-ppm","part_4",5,"11-20",0.00476170212765957,0.00147418133317729
"co","0-ppm","part_4",5,"21-30",-0.0224931754315536,0.0294560178515738
"co","0-ppm","part_5",6,"1-10",-0.0279013649136893,0.0273329791019599
"co","0-ppm","part_5",6,"11-20",-0.0273866318747491,0.0287317573890349
"co","0-ppm","part_5",6,"21-30",-0.0221678442392613,0.0287399436842575
"co","0-ppm","part_6",7,"1-10",-0.0112023685266961,0.0265713974848949
"co","0-ppm","part_6",7,"11-20",-0.0118533119229225,0.025999252042918
"co","0-ppm","part_6",7,"21-30",-0.0331399036531514,0.0265878099834406
"co","0-ppm","part_7",8,"1-10",-0.0169780008028904,0.0278391232452963
"co","0-ppm","part_7",8,"11-20",-0.028097792051385,0.0268681306859162
"co","0-ppm","part_7",8,"21-30",-0.0179441991168205,0.0285014862888427
