level,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20
0-ppm,0.0733669724770642,0.0728165137614679,0.0518348623853211,0.0828073394495413,0.133440366972477,0.149889908256881,0.16405504587156,0.0749724770642202,0.0574770642201835,0.0693302752293578,0.0910733944954128,0.127605504587156,0.080697247706422,0.0716605504587156,0.0760642201834862,0.0448623853211009,0.030394495412844,0.106633027522936,0.101550458715596,0.0949082568807339
0-ppm,0.0573577981651376,0.0852201834862385,0.122,0.0499633027522936,0.0764587155963303,0.079954128440367,0.0778348623853211,0.0984770642201835,0.116348623853211,0.0539266055045872,0.126761467889908,0.0424220183486239,0.0418715596330275,0.0784862385321101,0.0604954128440367,0.0493394495412844,0.124614678899083,0.143935779816514,0.161,0.102963302752294
0-ppm,0.110165137614679,0.0221009174311927,0.087302752293578,0.152247706422018,0.147926605504587,0.033697247706422,0.128128440366972,0.0966146788990826,0.105412844036697,0.121201834862385,0.0881284403669725,0.159559633027523,0.0838990825688073,0.10345871559633,0.0700550458715596,0.03371559633027519,0.0896788990825688,0.143880733944954,0.12397247706422,0.0610550458715596
0-ppm,0.0590091743119266,0.122467889908257,0.0728807339449541,0.055045871559633,0.100183486238532,0.092394495412844,0.0802018348623853,0.131100917431193,0.115495412844037,0.0265871559633028,0.127467889908257,0.12502752293578,0.0546330275229358,0.153220183486239,0.109229357798165,0.0728256880733945,0.0599633027522936,0.139183486238532,0.0948807339449541,0.10656880733945
0-ppm,0.109110091743119,0.0892752293577982,0.113596330275229,0.103403669724771,0.110330275229358,0.0766330275229358,0.0738990825688073,0.110311926605505,0.122495412844037,0.067954128440367,0.143366972477064,0.0644128440366972,0.101697247706422,0.0297522935779817,0.0785596330275229,0.143045871559633,0.0369449541284404,0.0873669724770642,0.083605504587156,0.119495412844037
0-ppm,-0.0469811320754717,-0.0513962264150943,-0.0524905660377359,-0.0476981132075472,-0.0514339622641509,-0.0485660377358491,-0.0498679245283019,-0.0508301886792453,-0.0514339622641509,-0.0472075471698113,-0.0494905660377358,-0.0514905660377359,-0.0507735849056604,-0.0490943396226415,-0.0503584905660377,-0.0514905660377359,-0.0484150943396226,-0.046622641509434,-0.0511132075471698,-0.0504528301886792
0-ppm,-0.0462830188679245,-0.0512264150943396,-0.050622641509434,-0.049377358490566,-0.0501509433962264,-0.0504150943396226,-0.0516792452830189,-0.0517924528301887,-0.050622641509434,-0.0477735849056604,-0.0517735849056604,-0.0488490566037736,-0.0494150943396226,-0.052339622641509403,-0.049811320754717,-0.0498867924528302,-0.0528679245283019,-0.0496037735849057,-0.0509056603773585,-0.0540188679245283
0-ppm,-0.0525849056603774,-0.0488679245283019,-0.0528301886792453,-0.0497547169811321,-0.0453584905660377,-0.0504150943396226,-0.049,-0.049,-0.0495094339622641,-0.0495849056603774,-0.0476415094339623,-0.0473018867924528,-0.0516603773584906,-0.0462075471698113,-0.0442264150943396,-0.0475660377358491,-0.0516792452830189,-0.0526792452830189,-0.0501320754716981,-0.0475471698113208
0-ppm,-0.048811320754717,-0.0493018867924528,-0.0492830188679245,-0.0504905660377358,-0.0512264150943396,-0.0500377358490566,-0.0485471698113208,-0.0479622641509434,-0.051,-0.0525471698113208,-0.0513962264150943,-0.0495471698113208,-0.0534339622641509,-0.0512264150943396,-0.0483396226415094,-0.052188679245283,-0.0502830188679245,-0.0521509433962264,-0.0493207547169811,-0.0497735849056604
0-ppm,-0.0492075471698113,-0.046377358490566,-0.0515283018867925,-0.0516415094339623,-0.0522264150943396,-0.0487735849056604,-0.0499245283018868,-0.0512830188679245,-0.0483396226415094,-0.048509433962264203,-0.0494905660377358,-0.048,-0.0504339622641509,-0.0529245283018868,-0.0503207547169811,-0.0520754716981132,-0.0519245283018868,-0.0513962264150943,-0.0506981132075472,-0.0491698113207547
120-ppb,122.111336898396,122.221010695187,122.153053475936,122.129989304813,122.191401069519,122.207978609626,122.134743315508,122.190625668449,122.136117647059,122.130684491979,122.090759358289,122.083871657754,122.232481283422,122.200754010695,122.112390374332,122.142737967914,122.198673796791,122.259117647059,122.22722459893,122.220711229947
120-ppb,122.15279144385,122.25460427807501,122.173379679144,122.171042780749,122.208278074866,122.147320855615,122.201363636364,122.211914438503,122.23903208556101,122.137759358289,122.18071657754,122.182518716578,122.189139037433,122.202983957219,122.192042780749,122.138048128342,122.195422459893,122.171160427807,122.167994652406,122.228711229947
120-ppb,122.189438502674,122.198203208556,122.122385026738,122.17577540107,122.107780748663,122.152860962567,122.186310160428,122.17314973262,122.216320855615,122.187796791444,122.179545454545,122.15692513369,122.270577540107,122.177417112299,122.175406417112,122.111112299465,122.156545454545,122.14628342246,122.128347593583,122.158106951872
