"pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value"
"no2","0-ppb","part_1",2,"1-10",0.196920661591736,0.153736261093834
"no2","0-ppb","part_1",2,"11-20",0.147179198141465,0.161066380413389
"no2","0-ppb","part_1",2,"21-30",0.109707580251604,0.161358976043852
"no2","0-ppb","part_2",3,"1-10",0.188549122601949,0.159972704527097
"no2","0-ppb","part_2",3,"11-20",0.23693923963706,0.160245273623459
"no2","0-ppb","part_2",3,"21-30",0.113258127438231,0.162244020085793
"no2","0-ppb","part_3",4,"1-10",0.0698460644935054,0.172829687551654
"no2","0-ppb","part_3",4,"11-20",0.0806296079835186,0.174668287033364
"no2","0-ppb","part_3",4,"21-30",0.110760896246402,0.161966218506071
"no2","0-ppb","part_4",5,"1-10",0.171670431466519,0.152508903462411
"no2","0-ppb","part_4",5,"11-20",0.00924155111702049,0.16120354295895
"no2","0-ppb","part_4",5,"21-30",0.0426654856007364,0.115502683815215
"no2","0-ppb","part_5",6,"1-10",0.104206900834295,0.162382815232622
"no2","0-ppb","part_5",6,"11-20",0.125552000993557,0.175701208998954
"no2","0-ppb","part_5",6,"21-30",0.0960308221679987,0.192222532124923
"no2","0-ppb","part_6",7,"1-10",0.100835142677635,0.169093007507759
"no2","0-ppb","part_6",7,"11-20",0.140522859104923,0.149783289590577
"no2","0-ppb","part_6",7,"21-30",0.117306716734121,0.1570323181401
"no2","0-ppb","ref",1,"1-10",0.0826775982232872,0.161680243977639
"no2","0-ppb","ref",1,"11-20",0.0683045250653847,0.155828926513285
"no2","0-ppb","ref",1,"21-30",0.227822935082772,0.12720320238739
"no2","120-ppb","part_1",2,"1-10",123.190253164557,0.432391694210699
"no2","120-ppb","part_1",2,"11-20",122.855569620253,0.308493619840887
"no2","120-ppb","part_1",2,"21-30",123.138101265823,0.435603873250498
"no2","120-ppb","part_2",3,"1-10",123.038987341772,0.478442240148529
"no2","120-ppb","part_2",3,"11-20",122.934556962025,0.342783859667503
"no2","120-ppb","part_2",3,"21-30",122.903797468354,0.575730627230928
"no2","120-ppb","part_3",4,"1-10",122.937974683544,0.338692169728993
"no2","120-ppb","part_3",4,"11-20",122.863417721519,0.314446759823514
"no2","120-ppb","part_3",4,"21-30",123.034050632911,0.445312005984235
"no2","120-ppb","part_4",5,"1-10",122.999367088607,0.425399433503645
"no2","120-ppb","part_4",5,"11-20",122.950379746836,0.533110232138301
"no2","120-ppb","part_4",5,"21-30",123.032405063291,0.36629877685505
"no2","120-ppb","part_5",6,"1-10",122.869240506329,0.392695799921873
"no2","120-ppb","part_5",6,"11-20",122.850506329114,0.347802428945274
"no2","120-ppb","part_5",6,"21-30",122.91582278481,0.187201310098442
