"pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value"
"co","0-ppm","part_1",2,"1-10",-0.0270763548775592,0.027750953315673
"co","0-ppm","part_1",2,"11-20",-0.027845885186672,0.0280024288695391
"co","0-ppm","part_1",2,"21-30",-0.017858972300281,0.0288729222922527
"co","0-ppm","part_2",3,"1-10",-0.00593661180248896,0.0217136430820785
"co","0-ppm","part_2",3,"11-20",-0.0173497792051385,0.028246305442745
"co","0-ppm","part_2",3,"21-30",-0.0166428342031313,0.0278679850398818
"co","0-ppm","part_3",4,"1-10",-0.0337196306704135,0.026713575839274
"co","0-ppm","part_3",4,"11-20",-0.0336146126053794,0.0271539660635826
"co","0-ppm","part_3",4,"21-30",-0.0115292252107587,0.0262108280901327
"co","0-ppm","part_4",5,"1-10",-0.0231663588920112,0.0277457858845428
"co","0-ppm","part_4",5,"11-20",-0.0331100762745885,0.0261778835351292
"co","0-ppm","part_4",5,"21-30",-0.0277425933360096,0.0289381955575649
"co","0-ppm","part_5",6,"1-10",-0.0117865114411883,0.0250245841047785
"co","0-ppm","part_5",6,"11-20",-0.0284058610999599,0.0281710993890202
"co","0-ppm","part_5",6,"21-30",-0.0111126856684063,0.0257952867943802
"co","0-ppm","part_6",7,"1-10",-0.0225677639502208,0.0283767586549868
"co","0-ppm","part_6",7,"11-20",-0.0224643115214773,0.0292502430589468
"co","0-ppm","part_6",7,"21-30",-0.0231754716981132,0.0284581040861383
"co","0-ppm","ref",1,"1-10",-0.0335158570855078,0.0261226873540159
"co","0-ppm","ref",1,"11-20",-0.0271546366920915,0.0282230868851149
"co","0-ppm","ref",1,"21-30",-0.0225115616218386,0.0288102693677314
"co","2-ppm","part_1",2,"1-10",2.01535690952074,0.00533484110081131
"co","2-ppm","part_1",2,"11-20",2.01268241994412,0.00529058149965149
"co","2-ppm","part_1",2,"21-30",2.01426112185687,0.00340940902035971
"co","2-ppm","part_2",3,"1-10",2.01102639157533,0.00463061623986561
"co","2-ppm","part_2",3,"11-20",2.01441160541586,0.00412430195509318
"co","2-ppm","part_2",3,"21-30",2.01212699333763,0.00366887966120601
"co","2-ppm","part_3",4,"1-10",2.0146300881152,0.0040116662958597
"co","2-ppm","part_3",4,"11-20",2.01546036965399,0.00410746805517838
"co","2-ppm","part_3",4,"21-30",2.01434996776273,0.00334039161486441
"co","2-ppm","part_4",5,"1-10",2.01260627552117,0.00501710501962755
"co","2-ppm","part_4",5,"11-20",2.01468175370729,0.00487170523998463
"co","2-ppm","part_4",5,"21-30",2.01270924134967,0.00547491919008517
"co","2-ppm","part_5",6,"1-10",2.01131396948205,0.00346714366594868
"co","2-ppm","part_5",6,"11-20",2.01362828282828,0.00501579343248854
"co","2-ppm","part_5",6,"21-30",2.01255680206319,0.00432100291856454
"co","2-ppm","part_6",7,"1-10",2.01241201375457,0.00367962934043247
"co","2-ppm","part_6",7,"11-20",2.01390281538792,0.0042603396721152
"co","2-ppm","part_6",7,"21-30",2.01488278529981,0.00297654094277945
"co","2-ppm","ref",1,"1-10",2.01593393509564,0.00512769608331291
"co","2-ppm","ref",1,"11-20",2.01532763808296,0.00496630866620414
"co","2-ppm","ref",1,"21-30",2.0135419729207,0.00336471546888882
"co","4-ppm","part_1",2,"1-10",4.03127307359307,0.00940009332667831
"co","4-ppm","part_1",2,"11-20",4.01779679653679,0.0139880484755781
"co","4-ppm","part_1",2,"21-30",4.02602686147186,0.0123512743970871
"co","4-ppm","part_2",3,"1-10",4.02425222943723,0.012838768972666
"co","4-ppm","part_2",3,"11-20",4.02179296536796,0.011784963425456
"co","4-ppm","part_2",3,"21-30",4.02093807359307,0.0125174677812601
"co","4-ppm","part_3",4,"1-10",4.02737361471861,0.0132324565060734
"co","4-ppm","part_3",4,"11-20",4.01808043290043,0.0108579885925877
"co","4-ppm","part_3",4,"21-30",4.02115658008658,0.0127846766726448
"co","4-ppm","part_4",5,"1-10",4.02109545454546,0.0131096720709722
"co","4-ppm","part_4",5,"11-20",4.02740413419913,0.0125471949159506
"co","4-ppm","part_4",5,"21-30",4.02312002164502,0.0119784601410132
"co","4-ppm","part_5",6,"1-10",4.02484614718615,0.0116139434120244
"co","4-ppm","part_5",6,"11-20",4.0240345021645,0.0139934842135318
"co","4-ppm","part_5",6,"21-30",4.02644980519481,0.0122717591567933
"co","4-ppm","part_6",7,"1-10",4.02416562770563,0.0123338125926304
"co","4-ppm","part_6",7,"11-20",4.01777963203463,0.012266499406609
"co","4-ppm","part_6",7,"21-30",4.02116833333333,0.0118950225489714
"co","4-ppm","ref",1,"1-10",4.02206069264069,0.0132963352830544
"co","4-ppm","ref",1,"11-20",4.02002588744589,0.0136236657907823
"co","4-ppm","ref",1,"21-30",4.02317532467532,0.0124717524649226
"co","6-ppm","part_1",2,"1-10",6.06678522167488,0.0127398659201921
"co","6-ppm","part_1",2,"11-20",6.07343534482759,0.0125329709968453
"co","6-ppm","part_1",2,"21-30",6.07013830049261,0.0140173992675205
"co","6-ppm","part_2",3,"1-10",6.06476633825944,0.013700825465294
"co","6-ppm","part_2",3,"11-20",6.07651075533662,0.0121359297271302
"co","6-ppm","part_2",3,"21-30",6.06994552545156,0.0137575786252009
"co","6-ppm","part_3",4,"1-10",6.07743140394089,0.012383341301927
"co","6-ppm","part_3",4,"11-20",6.06822988505747,0.0120481836638143
"co","6-ppm","part_3",4,"21-30",6.06600931855501,0.0135443961978903
"co","6-ppm","part_4",5,"1-10",6.06892323481117,0.0153406714790816
"co","6-ppm","part_4",5,"11-20",6.06560041050903,0.0104765878502608
"co","6-ppm","part_4",5,"21-30",6.06967192118227,0.0137129632511762
"co","6-ppm","part_5",6,"1-10",6.07736174055829,0.0135116735915224
"co","6-ppm","part_5",6,"11-20",6.06696486042693,0.00971818225554158
"co","6-ppm","part_5",6,"21-30",6.07547151067323,0.0144358341309068
"co","6-ppm","part_6",7,"1-10",6.07213148604269,0.0134265344545199
"co","6-ppm","part_6",7,"11-20",6.0741920771757,0.0126528691008146
"co","6-ppm","part_6",7,"21-30",6.06826494252874,0.0133569116099361
"co","6-ppm","ref",1,"1-10",6.06058505747126,0.00391616409466934
