"pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value"
"o3","0-ppb","part_1",2,"1-10",4.19354838709677e-05,2.65571807209215e-05
"o3","0-ppb","part_1",2,"11-20",5.16129032258058e-05,3.78641222831363e-05
"o3","0-ppb","part_1",2,"21-30",3.54838709677419e-05,2.82450011539004e-05
"o3","0-ppb","part_2",3,"1-10",3.22580645161284e-05,4.02328751265999e-05
"o3","0-ppb","part_2",3,"11-20",2.58064516129032e-05,2.0401791355925e-05
"o3","0-ppb","part_2",3,"21-30",2.25806451612903e-05,2.17725341196953e-05
"o3","0-ppb","part_3",4,"1-10",3.87096774193548e-05,3.66223362708095e-05
"o3","0-ppb","part_3",4,"11-20",4.516129032258e-05,3.78641222831362e-05
"o3","0-ppb","part_3",4,"21-30",4.83870967741935e-05,3.13492037357274e-05
"o3","0-ppb","part_4",5,"1-10",3.54838709677419e-05,3.55001591811165e-05
"o3","0-ppb","part_4",5,"11-20",3.87096774193542e-05,4.24697153938297e-05
"o3","0-ppb","part_4",5,"21-30",3.2258064516129e-05,3.0413194889744e-05
"o3","0-ppb","part_5",6,"1-10",4.83870967741936e-05,3.13492037357274e-05
"o3","0-ppb","part_5",6,"11-20",3.87096774193548e-05,3.66223362708095e-05
"o3","0-ppb","part_5",6,"21-30",3.54838709677419e-05,3.2078352451992e-05
"o3","0-ppb","part_6",7,"1-10",2.90322580645161e-05,2.82450011539004e-05
"o3","0-ppb","part_6",7,"11-20",3.2258064516129e-05,2.63385993847654e-05
"o3","0-ppb","part_6",7,"21-30",1.61290322580645e-05,2.2809896167308e-05
"o3","0-ppb","ref",1,"1-10",2.58064516129032e-05,3.33159857738272e-05
"o3","0-ppb","ref",1,"11-20",2.90322580645161e-05,2.82450011539004e-05
"o3","0-ppb","ref",1,"21-30",4.8387096774193e-05,4.62490605754966e-05
"o3","120-ppb","part_1",2,"1-10",120.033280778816,0.822685239542865
"o3","120-ppb","part_1",2,"11-20",119.742313676013,0.837428746610878
"o3","120-ppb","part_1",2,"21-30",120.225002876428,0.799534663078021
"o3","120-ppb","part_2",3,"1-10",119.602595669782,0.765247788472647
"o3","120-ppb","part_2",3,"11-20",119.58070423676,0.806684526719434
"o3","120-ppb","part_2",3,"21-30",119.896510955348,0.833056435160975
"o3","120-ppb","part_3",4,"1-10",119.450015088266,0.689816665984878
"o3","120-ppb","part_3",4,"11-20",119.719171433022,0.807185970774062
"o3","120-ppb","part_3",4,"21-30",120.392809460021,0.665457903063453
"o3","120-ppb","part_4",5,"1-10",120.389370965732,0.625613497196965
"o3","120-ppb","part_4",5,"11-20",119.409607383178,0.668489949999043
"o3","120-ppb","part_4",5,"21-30",120.225363748702,0.780116624515942
"o3","120-ppb","part_5",6,"1-10",119.884514724818,0.822678088922825
"o3","120-ppb","part_5",6,"11-20",120.065312596054,0.825414694837472
"o3","120-ppb","part_5",6,"21-30",119.424618618899,0.672213639755582
"o3","120-ppb","part_6",7,"1-10",120.050024454829,0.838880425757784
"o3","120-ppb","part_6",7,"11-20",120.053695482866,0.81467042294325
"o3","120-ppb","part_6",7,"21-30",120.068608618899,0.819081942428821
"o3","120-ppb","ref",1,"1-10",119.900236531672,0.817745574857618
"o3","120-ppb","ref",1,"11-20",120.234886978193,0.731177706497635
"o3","120-ppb","ref",1,"21-30",120.030060020768,0.854234926992246
"o3","180-ppb","part_1",2,"1-10",178.423536617201,2.06876767475219
"o3","180-ppb","part_1",2,"11-20",179.188951993364,1.93122276325929
"o3","180-ppb","part_1",2,"21-30",178.035591432111,2.06424878516713
"o3","180-ppb","part_2",3,"1-10",179.566343180951,1.70787284833687
"o3","180-ppb","part_2",3,"11-20",178.717286901511,2.04208038319795
"o3","180-ppb","part_2",3,"21-30",177.622695478469,1.93639374173675
"o3","180-ppb","part_3",4,"1-10",177.601615973566,1.93479919456592
"o3","180-ppb","part_3",4,"11-20",179.585032296269,1.63668956706072
"o3","180-ppb","part_3",4,"21-30",179.635264512522,1.66152796147845
"o3","180-ppb","part_4",5,"1-10",176.846957288676,1.3158334121117
"o3","180-ppb","part_4",5,"11-20",178.011400316899,2.07567318245343
"o3","180-ppb","part_4",5,"21-30",179.212800600865,1.93785513730491
"o3","180-ppb","part_5",6,"1-10",177.625138385875,1.89357146115046
"o3","180-ppb","part_5",6,"11-20",178.426727228952,2.05166650027079
"o3","180-ppb","part_5",6,"21-30",178.407310672806,2.08329932959402
"o3","180-ppb","part_6",7,"1-10",177.579386085525,1.93964889305977
"o3","180-ppb","part_6",7,"11-20",177.584347490611,1.88365639943376
"o3","180-ppb","part_6",7,"21-30",178.019201553039,2.04490101755108
"o3","180-ppb","ref",1,"1-10",178.830533803552,2.0179848636007
"o3","180-ppb","ref",1,"11-20",176.41093030303,0.159708286723883
"o3","180-ppb","ref",1,"21-30",178.367528312939,2.1338702342318
"o3","40-ppb","part_1",2,"1-10",40.7188243128964,0.259547568241375
"o3","40-ppb","part_1",2,"11-20",40.5092256518675,0.330750060678106
"o3","40-ppb","part_1",2,"21-30",40.6451977214001,0.321674062394406
"o3","40-ppb","part_2",3,"1-10",40.5818244420954,0.34600740034452
"o3","40-ppb","part_2",3,"11-20",40.4575936927414,0.329599081366354
"o3","40-ppb","part_2",3,"21-30",40.4583853887714,0.337829751915943
"o3","40-ppb","part_3",4,"1-10",40.3393006694856,0.265769492371763
"o3","40-ppb","part_3",4,"11-20",40.5327139769791,0.348323499214193
"o3","40-ppb","part_3",4,"21-30",40.6116459008691,0.320639899761481
"o3","40-ppb","part_4",5,"1-10",40.7333109349307,0.258907472414145
"o3","40-ppb","part_4",5,"11-20",40.5266865045807,0.354667763549535
"o3","40-ppb","part_4",5,"21-30",40.6446835799859,0.312449956356344
"o3","40-ppb","part_5",6,"1-10",40.6042369743951,0.356145052579776
"o3","40-ppb","part_5",6,"11-20",40.5307679116749,0.326011507497704
"o3","40-ppb","part_5",6,"21-30",40.4068420249002,0.312423434039655
"o3","40-ppb","part_6",7,"1-10",40.4465926591497,0.324036302137286
"o3","40-ppb","part_6",7,"11-20",40.4027000352361,0.318266441177333
"o3","40-ppb","part_6",7,"21-30",40.457718240545,0.334284640963537
"o3","40-ppb","ref",1,"1-10",40.4500500939629,0.3364758629917
"o3","40-ppb","ref",1,"11-20",40.4697095254874,0.329563108653618
"o3","40-ppb","ref",1,"21-30",40.5897646699554,0.340267332569654
"o3","80-ppb","part_1",2,"1-10",80.2051681305869,0.570038589709173
"o3","80-ppb","part_1",2,"11-20",80.0886563026299,0.58895113509301
"o3","80-ppb","part_1",2,"21-30",80.3313140173598,0.53190712499526
"o3","80-ppb","part_2",3,"1-10",80.0763115040808,0.584633873026181
"o3","80-ppb","part_2",3,"11-20",79.9789678067107,0.58446244049796
"o3","80-ppb","part_2",3,"21-30",80.2254755149631,0.584848441255638
"o3","80-ppb","part_3",4,"1-10",80.3182276978883,0.530314845014576
"o3","80-ppb","part_3",4,"11-20",79.9823579997409,0.56357484304297
"o3","80-ppb","part_3",4,"21-30",79.8686262987434,0.57441641199007
"o3","80-ppb","part_4",5,"1-10",80.1899047156368,0.595818078994912
"o3","80-ppb","part_4",5,"11-20",80.460719989636,0.469739959887377
"o3","80-ppb","part_4",5,"21-30",80.1964486073326,0.60648660880193
"o3","80-ppb","part_5",6,"1-10",79.858253789351,0.557853258296645
"o3","80-ppb","part_5",6,"11-20",80.2055458738179,0.57780941731237
"o3","80-ppb","part_5",6,"21-30",79.8539058686358,0.56369154430683
"o3","80-ppb","part_6",7,"1-10",80.0932685062832,0.583664342022837
"o3","80-ppb","part_6",7,"11-20",79.9881969296541,0.582174959752712
"o3","80-ppb","part_6",7,"21-30",79.9942602409639,0.563048864471762
"o3","80-ppb","ref",1,"1-10",80.1117322710196,0.596653651712016
"o3","80-ppb","ref",1,"11-20",79.7563648659153,0.486292438478292
"o3","80-ppb","ref",1,"21-30",80.2133769659282,0.58133499538795
