"pollutant","level","replicate","participant_id","sample_id","value"
"co","0-ppm",1,"ref",1,0.110330275229358
"co","0-ppm",1,"ref",2,0.109110091743119
"co","0-ppm",1,"ref",3,0.079954128440367
"co","0-ppm",1,"ref",4,0.161
"co","0-ppm",1,"ref",5,-0.0494150943396226
"co","0-ppm",1,"ref",6,0.0873669724770642
"co","0-ppm",1,"ref",7,-0.052188679245283
"co","0-ppm",1,"ref",8,0.122
"co","0-ppm",1,"ref",9,0.0749724770642202
"co","0-ppm",1,"ref",10,-0.0516415094339623
"co","0-ppm",1,"ref",11,-0.0498679245283019
"co","0-ppm",1,"ref",12,-0.046377358490566
"co","0-ppm",1,"ref",13,0.143935779816514
"co","0-ppm",1,"ref",14,-0.0442264150943396
"co","0-ppm",1,"ref",15,-0.0475471698113208
"co","0-ppm",1,"ref",16,-0.0494905660377358
"co","0-ppm",1,"ref",17,0.128128440366972
"co","0-ppm",1,"ref",18,0.0418715596330275
"co","0-ppm",1,"ref",19,-0.0476981132075472
"co","0-ppm",1,"ref",20,-0.049
"co","0-ppm",1,"ref",21,0.0784862385321101
"co","0-ppm",1,"ref",22,-0.0525849056603774
"co","0-ppm",1,"ref",23,0.153220183486239
"co","0-ppm",1,"ref",24,0.055045871559633
"co","0-ppm",1,"ref",25,0.0948807339449541
"co","0-ppm",1,"ref",26,0.100183486238532
"co","0-ppm",1,"ref",27,0.159559633027523
"co","0-ppm",1,"ref",28,0.0749724770642202
"co","0-ppm",1,"ref",29,-0.0485094339622642
"co","0-ppm",1,"ref",30,-0.051
"co","0-ppm",2,"part_1",1,-0.0494905660377358
"co","0-ppm",2,"part_1",2,-0.0473018867924528
"co","0-ppm",2,"part_1",3,0.122
"co","0-ppm",2,"part_1",4,-0.0442264150943396
"co","0-ppm",2,"part_1",5,0.0881284403669725
"co","0-ppm",2,"part_1",6,-0.0473018867924528
"co","0-ppm",2,"part_1",7,-0.0523396226415094
"co","0-ppm",2,"part_1",8,0.0728256880733945
"co","0-ppm",2,"part_1",9,-0.0514905660377359
