"pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value"
"co","0-ppm","part_1",2,"1-10",-0.0117634684865516,0.0269861271969525
"co","0-ppm","part_1",2,"11-20",-0.0332216780409474,0.0264845090615095
"co","0-ppm","part_1",2,"21-30",-0.0285528301886793,0.027843183750198
"co","0-ppm","part_2",3,"1-10",-0.00593898032918507,0.0222242468095375
"co","0-ppm","part_2",3,"11-20",-0.0222919309514251,0.0286677535090506
"co","0-ppm","part_2",3,"21-30",-0.000946567643516659,0.0173011539304041
"co","0-ppm","part_3",4,"1-10",-0.0174832998795664,0.0290023716745232
"co","0-ppm","part_3",4,"11-20",-0.0224428342031313,0.0282147604606211
"co","0-ppm","part_3",4,"21-30",-0.0226952629466078,0.0279758421259714
"co","0-ppm","part_4",5,"1-10",-0.0336496989160979,0.0265428435794928
"co","0-ppm","part_4",5,"11-20",-0.012212645523886,0.0271268914895625
"co","0-ppm","part_4",5,"21-30",-0.0228191087916499,0.0289287006631612
"co","0-ppm","part_5",6,"1-10",-0.0228218787635488,0.0287891694199267
"co","0-ppm","part_5",6,"11-20",-0.0241617824167001,0.02908654399612
"co","0-ppm","part_5",6,"21-30",-0.0216627458851867,0.0283622641627686
"co","0-ppm","part_6",7,"1-10",-0.0176418305901245,0.0278826524948209
"co","0-ppm","part_6",7,"11-20",-0.0112682456844641,0.0254599154376144
"co","0-ppm","part_6",7,"21-30",-0.034277358490566,0.0266743523171226
"co","0-ppm","part_7",8,"1-10",-0.0277031312725813,0.0281098571117652
"co","0-ppm","part_7",8,"11-20",-0.0391700120433561,0.0232094077027779
"co","0-ppm","part_7",8,"21-30",-0.0123881573665195,0.0271447574951402
"co","0-ppm","part_8",9,"1-10",-0.0164340425531915,0.02849322025158
"co","0-ppm","part_8",9,"11-20",-0.0221747490967483,0.0284827251682521
"co","0-ppm","part_8",9,"21-30",-0.0118272581292654,0.0272096390744579
"co","0-ppm","part_9",10,"1-10",-0.0227238458450421,0.0288112806331956
"co","0-ppm","part_9",10,"11-20",-0.022470293054998,0.0287763606030073
"co","0-ppm","part_9",10,"21-30",-0.0388584102769972,0.0232683465595167
"co","0-ppm","ref",1,"1-10",-0.0277417503010839,0.0271278180236859
"co","0-ppm","ref",1,"11-20",-0.0162723805700522,0.0273270564684846
"co","0-ppm","ref",1,"21-30",-0.037960738659173,0.022852108884595
"co","2-ppm","part_1",2,"1-10",2.01245166559209,0.00353567087574841
"co","2-ppm","part_1",2,"11-20",2.01429933376316,0.00446717826901043
"co","2-ppm","part_1",2,"21-30",2.01296125080593,0.00449524498600518
"co","2-ppm","part_2",3,"1-10",2.01370251450677,0.00581866410005694
"co","2-ppm","part_2",3,"11-20",2.01399273586933,0.00428823704994598
"co","2-ppm","part_2",3,"21-30",2.01405804857081,0.00496603947543284
"co","2-ppm","part_3",4,"1-10",2.01343311841822,0.00417083152465219
"co","2-ppm","part_3",4,"11-20",2.01296135826349,0.00479571704322294
"co","2-ppm","part_3",4,"21-30",2.01528719105953,0.00405131499909327
"co","2-ppm","part_4",5,"1-10",2.01200679131743,0.00592746279852088
"co","2-ppm","part_4",5,"11-20",2.01229836664518,0.00571473131321097
"co","2-ppm","part_4",5,"21-30",2.01160717816462,0.0040127329851322
"co","2-ppm","part_5",6,"1-10",2.01488729851709,0.00300365116343021
"co","2-ppm","part_5",6,"11-20",2.01324038254889,0.00442173870802777
"co","2-ppm","part_5",6,"21-30",2.01385830646894,0.00438448436000698
"co","2-ppm","part_6",7,"1-10",2.012427724049,0.00294436158925066
"co","2-ppm","part_6",7,"11-20",2.01474076939609,0.00364451919706705
"co","2-ppm","part_6",7,"21-30",2.0144691166989,0.00522238146429054
"co","2-ppm","part_7",8,"1-10",2.01462959381045,0.00440729345006536
"co","2-ppm","part_7",8,"11-20",2.0122952503761,0.00240294620822346
"co","2-ppm","part_7",8,"21-30",2.01546389426177,0.00404327887045549
"co","2-ppm","part_8",9,"1-10",2.01174760369654,0.00320028540252585
"co","2-ppm","part_8",9,"11-20",2.01484440146142,0.00274567317619812
"co","2-ppm","part_8",9,"21-30",2.01328446163765,0.00523358292181687
"co","2-ppm","part_9",10,"1-10",2.01187859445519,0.00402365733294548
"co","2-ppm","part_9",10,"11-20",2.01601117558564,0.00384517238166394
"co","2-ppm","part_9",10,"21-30",2.01306157317859,0.00419888425381436
"co","2-ppm","ref",1,"1-10",2.01219879647539,0.00459928593168949
"co","2-ppm","ref",1,"11-20",2.01279800128949,0.00384595148401332
"co","2-ppm","ref",1,"21-30",2.01447051364711,0.00445672222928833
"co","4-ppm","part_1",2,"1-10",4.021465995671,0.00959660376948411
"co","4-ppm","part_1",2,"11-20",4.02584255411255,0.0132344389998441
"co","4-ppm","part_1",2,"21-30",4.03210484848485,0.0106936061704708
"co","4-ppm","part_2",3,"1-10",4.0284995021645,0.0112670975767384
"co","4-ppm","part_2",3,"11-20",4.01729893939394,0.011618951320188
"co","4-ppm","part_2",3,"21-30",4.02227692640693,0.0144890730016839
"co","4-ppm","part_3",4,"1-10",4.02341597402597,0.013448050495607
"co","4-ppm","part_3",4,"11-20",4.01751915584416,0.0113413214212934
"co","4-ppm","part_3",4,"21-30",4.02657093073593,0.0113697123741229
"co","4-ppm","part_4",5,"1-10",4.0252362987013,0.012975141640156
"co","4-ppm","part_4",5,"11-20",4.03362032467533,0.00873437014651074
"co","4-ppm","part_4",5,"21-30",4.02107963203463,0.014692882639081
"co","4-ppm","part_5",6,"1-10",4.02551406926407,0.0122064528443411
"co","4-ppm","part_5",6,"11-20",4.02314545454546,0.0124948992705991
"co","4-ppm","part_5",6,"21-30",4.0261662987013,0.01253790467035
"co","4-ppm","part_6",7,"1-10",4.01761246753247,0.0118841311481498
"co","4-ppm","part_6",7,"11-20",4.02797158008658,0.0112583462725445
"co","4-ppm","part_6",7,"21-30",4.02242376623377,0.0150868972829795
"co","4-ppm","part_7",8,"1-10",4.02320038961039,0.0124877175402093
"co","4-ppm","part_7",8,"11-20",4.02124909090909,0.0106531780375231
"co","4-ppm","part_7",8,"21-30",4.02353937229437,0.0120325762119747
"co","4-ppm","part_8",9,"1-10",4.02293300865801,0.012636337209837
"co","4-ppm","part_8",9,"11-20",4.02436095238095,0.0130173384825964
"co","4-ppm","part_8",9,"21-30",4.02217305194805,0.0148552660214763
"co","4-ppm","part_9",10,"1-10",4.02137755411255,0.012351645894823
"co","4-ppm","part_9",10,"11-20",4.0210174025974,0.0143292618567459
"co","4-ppm","part_9",10,"21-30",4.02135796536797,0.0144944908494742
"co","4-ppm","ref",1,"1-10",4.02275883116883,0.0127491790731464
"co","4-ppm","ref",1,"11-20",4.02041255411255,0.01508016664467
"co","4-ppm","ref",1,"21-30",4.01830043290043,0.0119800307119255
"co","6-ppm","part_1",2,"1-10",6.07409893267652,0.015435668896223
"co","6-ppm","part_1",2,"11-20",6.06922249589491,0.0141150890998723
"co","6-ppm","part_1",2,"21-30",6.07722003284072,0.01341595063589
"co","6-ppm","part_2",3,"1-10",6.07505849753695,0.0112906903978998
"co","6-ppm","part_2",3,"11-20",6.07248608374384,0.0124059216303379
"co","6-ppm","part_2",3,"21-30",6.07395160098522,0.0119362750047607
