"","pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value","n_lab"
"1","co","2-ppm","part_1",2,"1-10",2.01535690952074,0.00533484110081131,7
"2","co","2-ppm","part_1",2,"11-20",2.01268241994412,0.00529058149965149,7
"3","co","2-ppm","part_1",2,"21-30",2.01426112185687,0.00340940902035971,7
"4","co","2-ppm","part_2",3,"1-10",2.01102639157533,0.00463061623986561,7
"5","co","2-ppm","part_2",3,"11-20",2.01441160541586,0.00412430195509318,7
"6","co","2-ppm","part_2",3,"21-30",2.01212699333763,0.00366887966120601,7
"7","co","2-ppm","part_3",4,"1-10",2.0146300881152,0.0040116662958597,7
"8","co","2-ppm","part_3",4,"11-20",2.01546036965399,0.00410746805517838,7
"9","co","2-ppm","part_3",4,"21-30",2.01434996776273,0.00334039161486441,7
"10","co","2-ppm","part_4",5,"1-10",2.01260627552117,0.00501710501962755,7
"11","co","2-ppm","part_4",5,"11-20",2.01468175370729,0.00487170523998463,7
"12","co","2-ppm","part_4",5,"21-30",2.01270924134967,0.00547491919008517,7
"13","co","2-ppm","part_5",6,"1-10",2.01131396948205,0.00346714366594868,7
"14","co","2-ppm","part_5",6,"11-20",2.01362828282828,0.00501579343248854,7
"15","co","2-ppm","part_5",6,"21-30",2.01255680206319,0.00432100291856454,7
"16","co","2-ppm","part_6",7,"1-10",2.01241201375457,0.00367962934043247,7
"17","co","2-ppm","part_6",7,"11-20",2.01390281538792,0.0042603396721152,7
"18","co","2-ppm","part_6",7,"21-30",2.01488278529981,0.00297654094277945,7
"19","co","2-ppm","ref",1,"1-10",2.01593393509564,0.00512769608331291,7
"20","co","2-ppm","ref",1,"11-20",2.01532763808296,0.00496630866620414,7
"21","co","2-ppm","ref",1,"21-30",2.0135419729207,0.00336471546888882,7
