"","pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value","n_lab"
"1","o3","180-ppb","part_1",2,"1-10",178.423536617201,2.06876767475219,7
"2","o3","180-ppb","part_1",2,"11-20",179.188951993364,1.93122276325929,7
"3","o3","180-ppb","part_1",2,"21-30",178.035591432111,2.06424878516713,7
"4","o3","180-ppb","part_2",3,"1-10",179.566343180951,1.70787284833687,7
"5","o3","180-ppb","part_2",3,"11-20",178.717286901511,2.04208038319795,7
"6","o3","180-ppb","part_2",3,"21-30",177.622695478469,1.93639374173675,7
"7","o3","180-ppb","part_3",4,"1-10",177.601615973566,1.93479919456592,7
"8","o3","180-ppb","part_3",4,"11-20",179.585032296269,1.63668956706072,7
"9","o3","180-ppb","part_3",4,"21-30",179.635264512522,1.66152796147845,7
"10","o3","180-ppb","part_4",5,"1-10",176.846957288676,1.3158334121117,7
"11","o3","180-ppb","part_4",5,"11-20",178.011400316899,2.07567318245343,7
"12","o3","180-ppb","part_4",5,"21-30",179.212800600865,1.93785513730491,7
"13","o3","180-ppb","part_5",6,"1-10",177.625138385875,1.89357146115046,7
"14","o3","180-ppb","part_5",6,"11-20",178.426727228952,2.05166650027079,7
"15","o3","180-ppb","part_5",6,"21-30",178.407310672806,2.08329932959402,7
"16","o3","180-ppb","part_6",7,"1-10",177.579386085525,1.93964889305977,7
"17","o3","180-ppb","part_6",7,"11-20",177.584347490611,1.88365639943376,7
"18","o3","180-ppb","part_6",7,"21-30",178.019201553039,2.04490101755108,7
"19","o3","180-ppb","ref",1,"1-10",178.830533803552,2.0179848636007,7
"20","o3","180-ppb","ref",1,"11-20",176.41093030303,0.159708286723883,7
"21","o3","180-ppb","ref",1,"21-30",178.367528312939,2.1338702342318,7
