"","pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value","n_lab"
"1","so2","0-ppb","part_1",2,"1-10",0.0558490566037736,0.0338362441833358,7
"2","so2","0-ppb","part_1",2,"11-20",0.0911320754716982,0.040261889401061,7
"3","so2","0-ppb","part_1",2,"21-30",0.0415094339622641,0.0504714532018587,7
"4","so2","0-ppb","part_2",3,"1-10",0.0405660377358491,0.0419289832276926,7
"5","so2","0-ppb","part_2",3,"11-20",0.0409433962264151,0.0407792650659288,7
"6","so2","0-ppb","part_2",3,"21-30",0.0324528301886792,0.0535426650175029,7
"7","so2","0-ppb","part_3",4,"1-10",0.0592452830188679,0.0484742078143308,7
"8","so2","0-ppb","part_3",4,"11-20",0.0315094339622642,0.0235332768239542,7
"9","so2","0-ppb","part_3",4,"21-30",0.0747169811320754,0.0462612712466584,7
"10","so2","0-ppb","part_4",5,"1-10",0.0592452830188679,0.0324884013527836,7
"11","so2","0-ppb","part_4",5,"11-20",0.0692452830188679,0.0301368790385666,7
"12","so2","0-ppb","part_4",5,"21-30",0.0728301886792453,0.0532344520643791,7
"13","so2","0-ppb","part_5",6,"1-10",0.0715094339622641,0.0262867501990462,7
"14","so2","0-ppb","part_5",6,"11-20",0.0554716981132075,0.048204172651198,7
"15","so2","0-ppb","part_5",6,"21-30",0.059433962264151,0.0517885481185714,7
"16","so2","0-ppb","part_6",7,"1-10",0.0237735849056604,0.0453807470938461,7
"17","so2","0-ppb","part_6",7,"11-20",0.0356603773584905,0.0438220833047303,7
"18","so2","0-ppb","part_6",7,"21-30",0.0483018867924528,0.0535825434268344,7
"19","so2","0-ppb","ref",1,"1-10",0.0711320754716981,0.0629939442799133,7
"20","so2","0-ppb","ref",1,"11-20",0.039433962264151,0.0454438966133962,7
"21","so2","0-ppb","ref",1,"21-30",0.0588679245283019,0.0340762122915079,7
