"","pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value","n_lab"
"1","no2","120-ppb","part_1",2,"1-10",123.190253164557,0.432391694210699,7
"2","no2","120-ppb","part_1",2,"11-20",122.855569620253,0.308493619840887,7
"3","no2","120-ppb","part_1",2,"21-30",123.138101265823,0.435603873250498,7
"4","no2","120-ppb","part_2",3,"1-10",123.038987341772,0.478442240148529,7
"5","no2","120-ppb","part_2",3,"11-20",122.934556962025,0.342783859667503,7
"6","no2","120-ppb","part_2",3,"21-30",122.903797468354,0.575730627230928,7
"7","no2","120-ppb","part_3",4,"1-10",122.937974683544,0.338692169728993,7
"8","no2","120-ppb","part_3",4,"11-20",122.863417721519,0.314446759823514,7
"9","no2","120-ppb","part_3",4,"21-30",123.034050632911,0.445312005984235,7
"10","no2","120-ppb","part_4",5,"1-10",122.999367088607,0.425399433503645,7
"11","no2","120-ppb","part_4",5,"11-20",122.950379746836,0.533110232138301,7
"12","no2","120-ppb","part_4",5,"21-30",123.032405063291,0.36629877685505,7
"13","no2","120-ppb","part_5",6,"1-10",122.869240506329,0.392695799921873,7
"14","no2","120-ppb","part_5",6,"11-20",122.850506329114,0.347802428945274,7
"15","no2","120-ppb","part_5",6,"21-30",122.91582278481,0.187201310098442,7
"16","no2","120-ppb","part_6",7,"1-10",122.982784810127,0.339720989792115,7
"17","no2","120-ppb","part_6",7,"11-20",122.990379746836,0.434971451696905,7
"18","no2","120-ppb","part_6",7,"21-30",123.115063291139,0.361173276653761,7
"19","no2","120-ppb","ref",1,"1-10",122.926455696203,0.287021854534128,7
"20","no2","120-ppb","ref",1,"11-20",122.961898734177,0.404881925817727,7
"21","no2","120-ppb","ref",1,"21-30",123.233544303797,0.476731727482065,7
