"","pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value","n_lab"
"1","so2","61-ppb","part_1",2,"1-10",59.0555555555556,0.0329269543306951,7
"2","so2","61-ppb","part_1",2,"11-20",59.0613580246914,0.038309419788957,7
"3","so2","61-ppb","part_1",2,"21-30",59.0703703703704,0.0420196650975233,7
"4","so2","61-ppb","part_2",3,"1-10",59.0412345679012,0.0352528649010783,7
"5","so2","61-ppb","part_2",3,"11-20",59.0403703703704,0.0276857185078751,7
"6","so2","61-ppb","part_2",3,"21-30",59.0559259259259,0.0289007865948117,7
"7","so2","61-ppb","part_3",4,"1-10",59.061975308642,0.0339090654816805,7
"8","so2","61-ppb","part_3",4,"11-20",59.0471604938272,0.0361615782318139,7
"9","so2","61-ppb","part_3",4,"21-30",59.0520987654321,0.0435390168575632,7
"10","so2","61-ppb","part_4",5,"1-10",59.0645679012346,0.0391878896797978,7
"11","so2","61-ppb","part_4",5,"11-20",59.0474074074074,0.0360978309089654,7
"12","so2","61-ppb","part_4",5,"21-30",59.0512345679012,0.0428942025796818,7
"13","so2","61-ppb","part_5",6,"1-10",59.0453086419753,0.0359608153430874,7
"14","so2","61-ppb","part_5",6,"11-20",59.0461728395062,0.0247612180438753,7
"15","so2","61-ppb","part_5",6,"21-30",59.0369135802469,0.0284245686731278,7
"16","so2","61-ppb","part_6",7,"1-10",59.0564197530864,0.0342680014550553,7
"17","so2","61-ppb","part_6",7,"11-20",59.0585185185185,0.0384028018080513,7
"18","so2","61-ppb","part_6",7,"21-30",59.0530864197531,0.0361484629728256,7
"19","so2","61-ppb","ref",1,"1-10",59.068024691358,0.0293277372925871,7
"20","so2","61-ppb","ref",1,"11-20",59.0588888888889,0.031232643065434,7
"21","so2","61-ppb","ref",1,"21-30",59.053950617284,0.0308781861303812,7
