"","pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value","n_lab"
"1","no2","30-ppb","part_1",2,"1-10",32.9224761904762,0.0320452073433872,7
"2","no2","30-ppb","part_1",2,"11-20",32.9113928571429,0.0386974576525831,7
"3","no2","30-ppb","part_1",2,"21-30",32.9149285714286,0.0218382501834864,7
"4","no2","30-ppb","part_2",3,"1-10",32.9310476190476,0.0415095222617179,7
"5","no2","30-ppb","part_2",3,"11-20",32.9191904761905,0.0359351985991744,7
"6","no2","30-ppb","part_2",3,"21-30",32.9000714285714,0.0346304319614782,7
"7","no2","30-ppb","part_3",4,"1-10",32.918630952381,0.0234895999619851,7
"8","no2","30-ppb","part_3",4,"11-20",32.9100357142857,0.0206939821738309,7
"9","no2","30-ppb","part_3",4,"21-30",32.9146666666667,0.0286878031203342,7
"10","no2","30-ppb","part_4",5,"1-10",32.9250595238095,0.0228845631658667,7
"11","no2","30-ppb","part_4",5,"11-20",32.8994285714286,0.041880810254515,7
"12","no2","30-ppb","part_4",5,"21-30",32.8906785714286,0.0302426281858478,7
"13","no2","30-ppb","part_5",6,"1-10",32.9413928571429,0.0261027299956779,7
"14","no2","30-ppb","part_5",6,"11-20",32.9070119047619,0.0305331524756273,7
"15","no2","30-ppb","part_5",6,"21-30",32.9343690476191,0.0527659925378611,7
"16","no2","30-ppb","part_6",7,"1-10",32.9128452380952,0.0523407568840251,7
"17","no2","30-ppb","part_6",7,"11-20",32.8900238095238,0.0246963035170626,7
"18","no2","30-ppb","part_6",7,"21-30",32.9067380952381,0.0479092414306721,7
"19","no2","30-ppb","ref",1,"1-10",32.90675,0.0435375171616914,7
"20","no2","30-ppb","ref",1,"11-20",32.9036666666667,0.0334558312254026,7
"21","no2","30-ppb","ref",1,"21-30",32.9173333333333,0.0283586210570813,7
